,aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,chapala_flow,calderon_flow,zapotillo_flow,pozos_flow,toluquilla_flow,scenario,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Toluquilla,delivered_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,min_supplied_demand,supplied_demand_GINI,ZAs_below_128,ZAs_below_100,ZAs_below_50,scenario,experiment
0,-0.12592011072556353,-0.3821630836702129,0.4497237733647407,-0.07074581247627476,0.32603836207155495,0.28487556176317763,0.7881666915367089,0.3351825691921301,0.34857333624214754,0.0,0.26409107327795955,0.06194728879359544,1.0730422532998865,0.34857333624214754,0.3351825691921301,0.05863781536932706,0.28585314046136684,0.1515013190420383,0.2700904154754967,0.50824279337707,2.93292,0.75717,0.94351,0.78229,1.20143,0.01999,0.37753,0.16057,0.34526,0.42303,0.98001,0.6224700000000001,0.83943,0.65474,0.57697,3.0,55.0,25.0,51.0,62.0,0.01999,0.3085209366848113,5.0,5.0,2.0,0.0,ZAs below 50 - 500 scenarios - 1000nfe epsilon 10
1,-0.24810002722351898,-0.12102013120115807,0.02362403546384284,-0.10277834100359962,2.5777484198038954,0.13427106535702346,0.7306726962164013,0.9005527570300946,0.5743631043100852,1.0,2.0879762200411554,0.4897721997627401,0.8649437615734248,0.5743631043100852,0.9005527570300946,0.9494548123178056,0.3747303800373291,0.545911653952797,0.6048305734415707,0.5387417925180956,2.93292,0.75717,0.94351,0.78229,1.20143,0.32372,0.49491,0.5786,0.77315,0.44842,0.67628,0.50509,0.4214,0.22685,0.55158,52.0,73.0,90.0,114.0,66.0,0.32372,0.1571773331296777,5.0,4.0,0.0,1.0,ZAs below 50 - 500 scenarios - 1000nfe epsilon 10
2,-0.9962910731018744,0.147484863289707,-0.8437062435059146,-0.8764314509514926,6.251904218925256,0.08928570622041286,0.6101595789933563,1.8852585088130556,0.07028267341610907,2.0,5.064042417329458,1.1878618015957987,0.6994452852137691,0.07028267341610907,1.8852585088130556,2.04627880680636,0.6221972979263508,1.3121725004745748,0.5122486280454346,0.9770974488078448,2.93292,0.75717,0.94351,0.78229,1.20143,0.69769,0.82174,1.39074,0.65481,0.81328,0.30230999999999997,0.17825999999999997,0.3907400000000001,0.34519,0.18672,112.0,121.0,217.0,97.0,119.0,0.65481,0.14580312726973732,4.0,1.0,0.0,2.0,ZAs below 50 - 500 scenarios - 1000nfe epsilon 10
3,0.038536121407074075,-0.5093262588443408,0.10574578977011218,-0.14613895509421304,2.7748900066006046,0.549250031060705,0.43575347726932095,2.4689979435282656,0.5234676082947413,3.0,2.24766090534649,0.5272291012541149,0.9850035083300259,0.5234676082947413,2.4689979435282656,1.220714174122717,0.649772059956934,0.5166075218447808,0.39153966482803626,1.415507041530642,2.93292,0.75717,0.94351,0.78229,1.20143,0.41621,0.85816,0.54754,0.5005,1.17819,0.58379,0.14183999999999997,0.45246,0.49950000000000006,0.17819000000000007,67.0,126.0,86.0,74.0,173.0,0.41621,0.2150054276409759,4.0,3.0,0.0,3.0,ZAs below 50 - 500 scenarios - 1000nfe epsilon 10
4,-0.950648124450697,-0.726221868017692,-0.5682886457946801,-0.5380882908018582,3.8629044522078173,0.4630651784025944,0.12077442496174959,0.8792698186592334,0.07578659941617558,4.0,3.1289526062883324,0.7339518459194853,0.583839603364344,0.07578659941617558,0.8792698186592334,1.0465563475481883,0.9157181050698285,0.3645795222144886,0.5523816209215491,0.42615956731489707,2.93292,0.75717,0.94351,0.78229,1.20143,0.35683,1.2094,0.38641,0.70611,0.35471,0.64317,0.20940000000000003,0.6135900000000001,0.29389,0.6452899999999999,57.0,178.0,60.0,104.0,52.0,0.35471,0.27326196465192837,4.0,3.0,0.0,4.0,ZAs below 50 - 500 scenarios - 1000nfe epsilon 10
5,-0.1874675004226527,-0.6561446111113693,-0.2004946160516663,-0.6039805122824486,3.082722496023744,1.2945416428862009,0.12406074479165155,2.0410791409399818,0.7964122277476885,5.0,2.4970052217792325,0.5857172742445114,1.4186023876778524,0.7964122277476885,2.0410791409399818,1.2064530225029562,0.7805600895031972,0.8267129348846525,0.4183645215846955,1.2970929570065792,2.93292,0.75717,0.94351,0.78229,1.20143,0.41135,1.03089,0.87621,0.53479,1.07962,0.58865,0.030890000000000084,0.12378999999999996,0.46521,0.07962000000000002,66.0,151.0,137.0,79.0,158.0,0.41135,0.186392599787432,2.0,2.0,0.0,5.0,ZAs below 50 - 500 scenarios - 1000nfe epsilon 10
6,-0.5408312536528561,-0.2903573333370806,-0.46149692561637146,-0.4035192990110701,1.179105726440103,0.5242255050940877,0.7566702034961794,1.2949085808625505,0.47991273531479156,6.0,0.9550756384164835,0.22403008802361957,1.280895708590267,0.47991273531479156,1.2949085808625505,0.15652172173767606,0.3241584548793804,1.053880306336487,0.4654750173768972,0.6188331932038672,2.93292,0.75717,0.94351,0.78229,1.20143,0.05337,0.42812,1.11698,0.59502,0.51508,0.94663,0.5718799999999999,0.11698000000000008,0.40498,0.48492,9.0,63.0,174.0,88.0,75.0,0.05337,0.33879427151596603,4.0,4.0,1.0,6.0,ZAs below 50 - 500 scenarios - 1000nfe epsilon 10
7,-0.4566330745324638,-0.2286628114664513,-0.07056113150338716,-0.5267324398091499,5.467809609772546,1.1155134092386607,0.6727234489368593,2.288269647760903,0.8977796223155805,7.0,4.428925783915763,1.0388838258567838,1.78823685817552,0.8977796223155805,2.288269647760903,2.0591998615657277,0.7766361001836193,1.2756981430000274,0.8481649760460634,1.4566640618135234,2.93292,0.75717,0.94351,0.78229,1.20143,0.7021,1.02571,1.35208,1.08421,1.21244,0.29790000000000005,0.0257099999999999,0.35207999999999995,0.0842099999999999,0.21243999999999996,113.0,151.0,211.0,160.0,178.0,0.7021,0.11060570552809057,1.0,0.0,0.0,7.0,ZAs below 50 - 500 scenarios - 1000nfe epsilon 10
8,-0.160796508991218,-0.452730850078646,0.0666636396920468,-0.02205008898845573,0.5264239255574547,0.7096699939325637,0.38684502357698963,2.1117500715364366,0.5629592561752123,8.0,0.4264033797015383,0.10002054585591638,1.0965150175095533,0.5629592561752123,2.1117500715364366,0.1223118110217386,0.35473747252102134,0.5997644190333113,0.4888780954532346,1.1283212099113,2.93292,0.75717,0.94351,0.78229,1.20143,0.0417,0.4685,0.63567,0.62493,0.93915,0.9583,0.5315,0.36433000000000004,0.37507,0.06084999999999996,7.0,69.0,99.0,92.0,138.0,0.0417,0.2896097713979963,4.0,4.0,1.0,8.0,ZAs below 50 - 500 scenarios - 1000nfe epsilon 10
9,-0.8845384681911475,-0.5627671157270369,0.6125664085258613,-0.5071483319292849,4.403981636040367,1.1082625807528723,0.23775892819063774,2.0370468446365737,0.4037304980108977,9.0,3.5672251251926976,0.8367565108476698,1.3460215089435101,0.4037304980108977,2.0370468446365737,1.3226710732732614,0.8716179360299904,0.31451930119472266,0.7746067941795521,1.760597331526588,2.93292,0.75717,0.94351,0.78229,1.20143,0.45097,1.15115,0.33335,0.99018,1.46542,0.54903,0.1511499999999999,0.66665,0.009820000000000051,0.46541999999999994,72.0,169.0,52.0,146.0,215.0,0.33335,0.2700316779281588,2.0,2.0,0.0,9.0,ZAs below 50 - 500 scenarios - 1000nfe epsilon 10
