aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,chapala_flow,calderon_flow,zapotillo_flow,pozos_flow,toluquilla_flow,scenario,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Toluquilla,delivered_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,min_supplied_demand,supplied_demand_GINI,ZAs_below_128,ZAs_below_100,ZAs_below_50,scenario,experiment
-0.35915599773719653,0.4439798325509645,-0.015217639425531893,-0.11498074369857603,4.252349680641404,0.9603066298329358,0.3293536600418003,0.3047869769122122,0.861636143732616,13504.0,3.4444032413195376,0.8079464393218668,1.289660289874736,0.861636143732616,0.3047869769122122,1.5988333497231635,0.19981673141194156,1.1177003090125883,0.9333922058366478,0.21937301507197024,4.069115611056311,2.93292,0.75717,0.94351,0.78229,1.20143,0.54513,0.2639,1.18462,1.19315,0.18259,0.45487,0.7361,0.18462,0.19314999999999993,0.81741,87.0,39.0,185.0,176.0,27.0,0.18259,0.34924303805733375,3.0,3.0,2.0,13504.0,ZAs_below_50  supply_percapita - 1 scenarios - 1000nfe epsilon 0.05 - pozos to toluquilla 0
-0.26815217198327446,0.08863740590310898,-0.4483476621256619,-0.6595470531843698,4.252349680641404,0.9603066298329358,0.3293536600418003,0.3047869769122122,0.861636143732616,13504.0,3.4444032413195376,0.8079464393218668,1.289660289874736,0.861636143732616,0.3047869769122122,1.657985836463213,0.43078930873304766,1.1682622464465666,0.5202716179308324,0.2918066014826517,4.069115611056311,2.93292,0.75717,0.94351,0.78229,1.20143,0.5653,0.56895,1.23821,0.66506,0.24288,0.4347,0.43105000000000004,0.23821000000000003,0.33494,0.75712,91.0,84.0,193.0,98.0,36.0,0.24288,0.2548981831483966,4.0,4.0,1.0,13504.0,ZAs_below_50  supply_percapita - 1 scenarios - 1000nfe epsilon 0.05 - pozos to toluquilla 0
-0.7164454461145624,0.06103591858014701,0.910463206733676,-0.3798056550959983,4.252349680641404,0.9603066298329358,0.3293536600418003,0.3047869769122122,0.861636143732616,13504.0,3.4444032413195376,0.8079464393218668,1.289660289874736,0.861636143732616,0.3047869769122122,1.3665952082778758,0.44873027549297295,0.2670942149280717,0.993494154873611,0.9932017574837799,4.069115611056311,2.93292,0.75717,0.94351,0.78229,1.20143,0.46595,0.59264,0.28309,1.26998,0.82668,0.53405,0.40736000000000006,0.7169099999999999,0.2699800000000001,0.17332000000000003,75.0,87.0,44.0,188.0,121.0,0.28309,0.2715857070563121,4.0,3.0,1.0,13504.0,ZAs_below_50  supply_percapita - 1 scenarios - 1000nfe epsilon 0.05 - pozos to toluquilla 0
-0.3266488966753367,-0.19779389359681665,-0.8626610246815578,-0.6565126187457023,4.252349680641404,0.9603066298329358,0.3293536600418003,0.3047869769122122,0.861636143732616,13504.0,3.4444032413195376,0.8079464393218668,1.289660289874736,0.861636143732616,0.3047869769122122,1.6199629654133725,0.6169696534079994,1.2513855874329474,0.5602668713658068,0.02053053343618551,4.069115611056311,2.93292,0.75717,0.94351,0.78229,1.20143,0.55234,0.81484,1.32631,0.71619,0.01709,0.44765999999999995,0.18516,0.3263100000000001,0.28381,0.98291,89.0,120.0,207.0,106.0,3.0,0.01709,0.33628635712347194,4.0,2.0,1.0,13504.0,ZAs_below_50  supply_percapita - 1 scenarios - 1000nfe epsilon 0.05 - pozos to toluquilla 0
0.2900778904641621,0.14947250210892582,0.5924966204016575,-0.38199520209905136,4.252349680641404,0.9603066298329358,0.3293536600418003,0.3047869769122122,0.861636143732616,13504.0,3.4444032413195376,0.8079464393218668,1.289660289874736,0.861636143732616,0.3047869769122122,2.0208353770540466,0.3912464961992667,0.53125627533759,0.3378307805454556,0.7879466819199524,4.069115611056311,2.93292,0.75717,0.94351,0.78229,1.20143,0.68902,0.51672,0.56306,0.43185,0.65584,0.31098000000000003,0.48328000000000004,0.43694,0.5681499999999999,0.34416,110.0,76.0,88.0,64.0,96.0,0.43185,0.09150530896309805,5.0,4.0,0.0,13504.0,ZAs_below_50  supply_percapita - 1 scenarios - 1000nfe epsilon 0.05 - pozos to toluquilla 0
-0.4673580126943504,-0.7561720386514943,-0.7418209053531062,-0.9429430919290092,4.252349680641404,0.9603066298329358,0.3293536600418003,0.3047869769122122,0.861636143732616,13504.0,3.4444032413195376,0.8079464393218668,1.289660289874736,0.861636143732616,0.3047869769122122,1.5285020400010136,0.9799154476935398,0.8098937155839133,0.4655479892090162,0.2852564185688285,4.069115611056311,2.93292,0.75717,0.94351,0.78229,1.20143,0.52115,1.29418,0.85838,0.59511,0.23743,0.47885,0.2941800000000001,0.14161999999999997,0.40488999999999997,0.76257,84.0,190.0,134.0,88.0,35.0,0.23743,0.2795841711229946,3.0,3.0,1.0,13504.0,ZAs_below_50  supply_percapita - 1 scenarios - 1000nfe epsilon 0.05 - pozos to toluquilla 0
0.3412865323942642,0.37354801312753194,0.9680042265902327,-0.8428951249294516,4.252349680641404,0.9603066298329358,0.3293536600418003,0.3047869769122122,0.861636143732616,13504.0,3.4444032413195376,0.8079464393218668,1.289660289874736,0.861636143732616,0.3047869769122122,2.0541209943086134,0.24559741403717275,0.4328254134771101,0.004960213451129081,1.3316115757822864,4.069115611056311,2.93292,0.75717,0.94351,0.78229,1.20143,0.70037,0.32436,0.45874,0.00634,1.10836,0.29962999999999995,0.67564,0.5412600000000001,0.99366,0.10836000000000001,112.0,48.0,72.0,1.0,162.0,0.00634,0.397210344203805,4.0,3.0,2.0,13504.0,ZAs_below_50  supply_percapita - 1 scenarios - 1000nfe epsilon 0.05 - pozos to toluquilla 0
0.2941969631084902,-0.762146719075737,0.3290938695989867,-0.8578929554168379,4.252349680641404,0.9603066298329358,0.3293536600418003,0.3047869769122122,0.861636143732616,13504.0,3.4444032413195376,0.8079464393218668,1.289660289874736,0.861636143732616,0.3047869769122122,2.02351277427286,0.9837989899692976,0.1099155695892952,0.02581984367008121,0.9260684335547776,4.069115611056311,2.93292,0.75717,0.94351,0.78229,1.20143,0.68993,1.29931,0.1165,0.03301,0.77081,0.31006999999999996,0.29930999999999996,0.8835,0.96699,0.22919,111.0,191.0,18.0,5.0,113.0,0.03301,0.4381294766218947,4.0,2.0,2.0,13504.0,ZAs_below_50  supply_percapita - 1 scenarios - 1000nfe epsilon 0.05 - pozos to toluquilla 0
0.5249984789338007,0.6298297274236793,0.9228826448807244,-0.17635034716250886,4.252349680641404,0.9603066298329358,0.3293536600418003,0.3047869769122122,0.861636143732616,13504.0,3.4444032413195376,0.8079464393218668,1.289660289874736,0.861636143732616,0.3047869769122122,2.173533759559312,0.07901429974467698,0.6287375558807863,0.31880155374894315,0.8690284421225932,4.069115611056311,2.93292,0.75717,0.94351,0.78229,1.20143,0.74108,0.10435,0.66638,0.40752,0.72333,0.25892000000000004,0.8956500000000001,0.33362,0.59248,0.27666999999999997,119.0,15.0,104.0,60.0,106.0,0.10435,0.24055610634739238,5.0,2.0,1.0,13504.0,ZAs_below_50  supply_percapita - 1 scenarios - 1000nfe epsilon 0.05 - pozos to toluquilla 0
0.19575736028935742,-0.38083180358699065,0.5544198789993184,-0.5512431665660704,4.252349680641404,0.9603066298329358,0.3293536600418003,0.3047869769122122,0.861636143732616,13504.0,3.4444032413195376,0.8079464393218668,1.289660289874736,0.861636143732616,0.3047869769122122,1.9595270324404237,0.7359442949016124,0.21130835854676466,0.2891279482555163,0.8732079769119944,4.069115611056311,2.93292,0.75717,0.94351,0.78229,1.20143,0.66811,0.97197,0.22396,0.36959,0.72681,0.33189,0.02803,0.7760400000000001,0.63041,0.27319000000000004,107.0,143.0,35.0,55.0,106.0,0.22396,0.25040061612463016,4.0,2.0,1.0,13504.0,ZAs_below_50  supply_percapita - 1 scenarios - 1000nfe epsilon 0.05 - pozos to toluquilla 0
