,aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,chapala_flow,calderon_flow,zapotillo_flow,pozos_flow,toluquilla_flow,scenario,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Toluquilla,delivered_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,min_supplied_demand,supplied_demand_GINI,ZAs_below_128,ZAs_below_100,ZAs_below_50,scenario,experiment
0,-0.274685712467875,-0.3712341743917284,-0.34683529957218423,-0.7753121280553346,0.42387219001166365,0.4595632883700688,0.07709535382036917,0.30656430480131375,0.9337997520948202,0.0,0.3433364739094476,0.08053571610221609,0.536658642190438,0.9337997520948202,0.30656430480131375,0.004095557556750998,0.2899860537384131,0.34840424019558686,0.26796574378927845,0.43393804104831374,2.93292,0.75717,0.94351,0.78229,1.20143,0.0014,0.38299,0.36926,0.34254,0.36118,0.9986,0.6170100000000001,0.6307400000000001,0.6574599999999999,0.6388199999999999,0.0,56.0,58.0,51.0,53.0,0.0014,0.2168014985899257,5.0,5.0,1.0,0.0,ZAs below 100 - 500 scenarios - 1000nfe epsilon 10 - no restriction
1,-0.05178170024477868,-0.476099280270873,-0.9239263465970191,-0.2649049566604529,3.572927988312181,0.40150199569398626,0.25845022197555956,2.37074566701853,0.3765749066551249,1.0,2.894071670532867,0.6788563177793144,0.6599522176695458,0.3765749066551249,2.37074566701853,1.5058722606975576,0.719833176273663,0.9982256454056444,0.32986506705452984,0.7736041497196267,2.93292,0.75717,0.94351,0.78229,1.20143,0.51344,0.95069,1.05799,0.42167,0.6439,0.48656,0.049309999999999965,0.057989999999999986,0.57833,0.35609999999999997,82.0,140.0,165.0,62.0,94.0,0.42167,0.19063965950235387,3.0,3.0,0.0,1.0,ZAs below 100 - 500 scenarios - 1000nfe epsilon 10 - no restriction
2,0.7840211273628745,-0.7475826136578516,0.49060821924140363,0.6654289289122366,2.510264166588077,0.8483201978046732,0.9406753789280996,1.9752422667520606,0.43882339496399275,2.0,2.0333139749363425,0.47695019165173463,1.7889955767327728,0.43882339496399275,1.9752422667520606,1.591255434893005,0.7742450897310772,0.5334052794282129,0.36135855847247794,0.8878143679572532,2.93292,0.75717,0.94351,0.78229,1.20143,0.54255,1.02255,0.56534,0.46192,0.73896,0.45745,0.02255000000000007,0.43466000000000005,0.53808,0.26104000000000005,87.0,150.0,88.0,68.0,108.0,0.46192,0.15821596244131458,4.0,3.0,0.0,2.0,ZAs below 100 - 500 scenarios - 1000nfe epsilon 10 - no restriction
3,-0.6559646438690991,0.6381543615026863,0.7093935058900851,0.6847184768489689,6.078173886153574,0.41321426493218494,0.7262056655323167,1.303160846587229,0.639783304438211,3.0,4.923320847784395,1.154853038369179,1.1394199304645016,0.639783304438211,1.303160846587229,2.1926327396724723,0.28330832671742257,0.8118848141703218,1.632271821303557,0.6767413180964508,2.93292,0.75717,0.94351,0.78229,1.20143,0.74759,0.37417,0.86049,2.08653,0.56328,0.25241,0.62583,0.13951000000000002,1.0865300000000002,0.43672,120.0,55.0,134.0,308.0,83.0,0.37417,0.3214060266922277,3.0,2.0,0.0,3.0,ZAs below 100 - 500 scenarios - 1000nfe epsilon 10 - no restriction
4,-0.35933789086391954,0.07921533815643733,0.0005767231282323149,-0.11653171287699227,3.856190956434341,0.7935567651748346,0.11233661492102874,1.635560238600683,0.5842878803729364,4.0,3.1235146747118163,0.7326762817225247,0.9058933800958634,0.5842878803729364,1.635560238600683,1.42801523729815,0.39141284249958197,0.8113504790543714,0.7588680769823468,0.9053495243739422,2.93292,0.75717,0.94351,0.78229,1.20143,0.48689,0.51694,0.85993,0.97006,0.75356,0.51311,0.48306000000000004,0.14007000000000003,0.029939999999999967,0.24644,78.0,76.0,134.0,143.0,110.0,0.48689,0.1459928973233948,3.0,2.0,0.0,4.0,ZAs below 100 - 500 scenarios - 1000nfe epsilon 10 - no restriction
5,-0.023145178195498106,-0.40239860251797843,-0.25860709472515286,0.6837610613792238,0.5659771349425038,1.1542705897929095,0.88056978692316,2.482615485452139,0.539099186070621,5.0,0.4584414793034281,0.10753565563907572,2.0348403767160694,0.539099186070621,2.482615485452139,0.22882816350317783,0.32656439547050725,1.4593365407683052,0.8509038599228081,0.6461467496563897,2.93292,0.75717,0.94351,0.78229,1.20143,0.07802,0.4313,1.54671,1.08771,0.53781,0.92198,0.5687,0.54671,0.08770999999999995,0.46219,13.0,63.0,242.0,161.0,79.0,0.07802,0.3904648857138977,3.0,3.0,1.0,5.0,ZAs below 100 - 500 scenarios - 1000nfe epsilon 10 - no restriction
6,-0.7823017110350337,-0.5008744905091376,0.6071220228763257,-0.33012262793298897,1.2096414087235163,0.8106877523363966,0.9270653036395924,0.05576808679059193,0.37822275253497784,6.0,0.9798095410660483,0.2298318676574681,1.7377530559759888,0.37822275253497784,0.05576808679059193,0.012723371292723162,0.4645017828298789,0.337523839919711,0.594352427160932,0.6374834430288846,2.93292,0.75717,0.94351,0.78229,1.20143,0.00434,0.61347,0.35773,0.75976,0.5306,0.99566,0.38653000000000004,0.64227,0.24024,0.46940000000000004,1.0,90.0,56.0,112.0,78.0,0.00434,0.31185489209585593,5.0,4.0,1.0,6.0,ZAs below 100 - 500 scenarios - 1000nfe epsilon 10 - no restriction
7,-0.05582067671593727,0.3622280307542065,0.9906086775384793,0.12052494746790932,4.7729142305852355,1.253273224447129,0.4200730557824145,0.5325959637239468,0.609772651759789,7.0,3.866060526774041,0.9068537038111948,1.6733462802295436,0.609772651759789,0.5325959637239468,2.0203061179573596,0.31274484396363295,0.6723278812730947,0.7706000018488929,0.8355805781539115,2.93292,0.75717,0.94351,0.78229,1.20143,0.68884,0.41304,0.71258,0.98506,0.69549,0.31116,0.5869599999999999,0.28742,0.014939999999999953,0.30450999999999995,110.0,61.0,111.0,146.0,102.0,0.41304,0.13365111973928545,4.0,1.0,0.0,7.0,ZAs below 100 - 500 scenarios - 1000nfe epsilon 10 - no restriction
8,-0.6116239867478166,0.45731647946237164,-0.2991822132775046,-0.21795118610070618,6.041866605878283,0.5265673848609146,0.5259584909948237,0.9207160361762616,0.09745411599204251,8.0,4.89391195076141,1.1479546551168738,1.0525258758557383,0.09745411599204251,0.9207160361762616,2.205809809940958,0.3966828773676086,1.2476691269386273,0.6817720149163355,0.4140028626764457,2.93292,0.75717,0.94351,0.78229,1.20143,0.75209,0.5239,1.32237,0.87151,0.34459,0.24790999999999996,0.47609999999999997,0.32237000000000005,0.12849,0.65541,121.0,77.0,207.0,129.0,50.0,0.34459,0.24151990058881204,3.0,2.0,0.0,8.0,ZAs below 100 - 500 scenarios - 1000nfe epsilon 10 - no restriction
9,-0.44941538087673183,0.09809258084342098,0.41640186354620523,-0.5577297430703894,4.432787248485726,0.10224850355462561,0.7190370794648036,0.23269367798170648,0.8315279701825737,9.0,3.590557671273438,0.8422295772122879,0.8212855830194292,0.8315279701825737,0.23269367798170648,1.6179130612407422,0.44536760187660435,0.319816279316057,0.6957383938374259,0.7511612390375116,2.93292,0.75717,0.94351,0.78229,1.20143,0.55164,0.5882,0.33896,0.88936,0.62522,0.44836,0.41180000000000005,0.6610400000000001,0.11063999999999996,0.37478,88.0,86.0,53.0,131.0,92.0,0.33896,0.15693029284621396,4.0,4.0,0.0,9.0,ZAs below 100 - 500 scenarios - 1000nfe epsilon 10 - no restriction
