aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Pozos,delivered_Toluquilla,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,average_supply_percapita,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,ZAs_below_128,experiment
-0.00016014555864770543,1.072181569694647e-05,-0.0001226916774159157,-6.335641457012285e-12,1.539,0.361,0.2,0.5,0.1,2.933,0.757,0.944,0.782,1.201,0.8185823453868789,0.21821753081979697,0.1859867187705234,0.17869315460900287,0.25342025041379784,1.6549,0.279,0.288,0.197,0.229,0.211,0.721,0.712,0.8029999999999999,0.771,0.789,45.0,42.0,31.0,34.0,31.0,0.2408,36.6,0.197,0.08524590163934426,0.0830564784053156,38.0,7.338976452405226e-05,5.0,5.0,5.0,5.0,energy_costs high_drought-10000-0.1-1
