aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Toluquilla,delivered_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,average_supply_percapita,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,ZAs_below_128,experiment
-0.46111759305863215,0.11761540909520574,0.06564658322145478,-0.6527963615442501,1.539,0.361,0.2,0.1,0.5,0.5189600045118891,0.14177448408811627,0.21967973681793815,0.05399786048434831,0.7204879140977082,1.6549,2.933,0.757,0.944,0.782,1.201,0.177,0.187,0.233,0.069,0.6,0.823,0.813,0.767,0.931,0.4,28.0,28.0,36.0,10.0,88.0,0.2532,38.0,0.069,0.3452631578947368,0.3532385466034755,38.0,0.3242939867298857,5.0,5.0,4.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.8681694997807888,0.1507466063582441,-0.06368504721150559,-0.6867191389310721,1.539,0.361,0.2,0.1,0.5,0.2543762651424872,0.12023920586714132,0.32528057482033734,0.29653179455231593,0.6584721596177182,1.6549,2.933,0.757,0.944,0.782,1.201,0.087,0.159,0.345,0.379,0.548,0.913,0.841,0.655,0.621,0.45199999999999996,14.0,23.0,54.0,56.0,80.0,0.3036,45.4,0.087,0.2907488986784141,0.3009222661396575,38.0,0.4423300730704026,5.0,5.0,2.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.5382669169180314,-0.12422481269885588,-0.20982219624852427,-0.7669155497424274,1.539,0.361,0.2,0.1,0.5,0.46881294400327955,0.2989706282542563,0.2415382993072845,0.029967448664142634,0.615610679771037,1.6549,2.933,0.757,0.944,0.782,1.201,0.16,0.395,0.256,0.038,0.513,0.84,0.605,0.744,0.962,0.487,26.0,58.0,40.0,6.0,75.0,0.27240000000000003,41.0,0.038,0.33170731707317075,0.34801762114537443,38.0,0.40980736890195973,5.0,5.0,3.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.7989075860129202,-0.5098039922095028,-0.9592519431074953,-0.7469889242830137,1.539,0.361,0.2,0.1,0.5,0.2993965090916018,0.5495970949361768,0.4780411680836952,0.21233619012443927,0.11552903776408696,1.6549,2.933,0.757,0.944,0.782,1.201,0.102,0.726,0.506,0.272,0.096,0.898,0.274,0.494,0.728,0.904,16.0,107.0,79.0,40.0,14.0,0.34040000000000004,51.2,0.096,0.3890625,0.39106933019976503,38.0,0.753738111403233,5.0,4.0,3.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.9408500720661859,0.041876835226290376,-0.9979318916678276,-0.7526946155711782,1.539,0.361,0.2,0.1,0.5,0.20713389315697914,0.19100455710291125,0.8617756724811768,0.300890106721755,0.09409577053717792,1.6549,2.933,0.757,0.944,0.782,1.201,0.071,0.252,0.913,0.385,0.078,0.929,0.748,0.08699999999999997,0.615,0.922,11.0,37.0,143.0,57.0,11.0,0.3398,51.8,0.071,0.47876447876447875,0.4687463213655091,38.0,0.6833383536328705,4.0,4.0,3.0,4.0,ZAs_below_50 high_drought-1000-0.01-1
-0.8108998344451797,0.14120726315544507,-0.8753567383929579,-0.6450565563137042,1.539,0.361,0.2,0.1,0.5,0.29160154761063317,0.1264397789489607,0.846666601006462,0.2863871907854591,0.10380488164848509,1.6549,2.933,0.757,0.944,0.782,1.201,0.099,0.167,0.897,0.366,0.086,0.901,0.833,0.10299999999999998,0.634,0.914,16.0,25.0,140.0,54.0,13.0,0.323,49.6,0.086,0.47096774193548385,0.46786377708978333,38.0,0.6181300980768217,5.0,4.0,3.0,4.0,ZAs_below_50 high_drought-1000-0.01-1
-0.8740704199047094,0.14711561440281112,-0.10031093073980446,-0.6867191389310721,1.539,0.361,0.2,0.1,0.5,0.2505406670619389,0.12259935063817276,0.3467272543427002,0.30036739263286427,0.634665335324324,1.6549,2.933,0.757,0.944,0.782,1.201,0.085,0.162,0.367,0.384,0.528,0.915,0.838,0.633,0.616,0.472,14.0,24.0,57.0,57.0,77.0,0.3052,45.8,0.085,0.2777292576419214,0.29043250327654,38.0,0.45205402599459926,5.0,5.0,2.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.051502408621674434,0.20876700886015565,0.14334864637136002,-0.035277970895516764,1.539,0.361,0.2,0.1,0.5,0.7852098743959116,0.08252594424089882,0.22842193561771718,0.1891349445220025,0.3696073012234699,1.6549,2.933,0.757,0.944,0.782,1.201,0.268,0.109,0.242,0.242,0.308,0.732,0.891,0.758,0.758,0.692,43.0,16.0,38.0,36.0,45.0,0.2338,35.6,0.109,0.14606741573033707,0.14508126603934987,38.0,0.10972400868717672,5.0,5.0,5.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.7474002512725263,0.3172863153640198,-0.10031093073980446,-0.6867191389310721,1.539,0.361,0.2,0.1,0.5,0.33287627667285785,0.011988395013387113,0.45733820996748575,0.21803178302194526,0.634665335324324,1.6549,2.933,0.757,0.944,0.782,1.201,0.113,0.016,0.484,0.279,0.528,0.887,0.984,0.516,0.721,0.472,18.0,2.0,76.0,41.0,77.0,0.284,42.8,0.016,0.38878504672897196,0.39295774647887327,38.0,0.4629291590768556,5.0,5.0,3.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.8740704199047094,0.19314128637688266,0.24799839319799702,-0.6612728765387141,1.539,0.361,0.2,0.1,0.5,0.2505406670619389,0.09268266385502626,0.1502428805662757,0.3169074631878969,0.8445263253288623,1.6549,2.933,0.757,0.944,0.782,1.201,0.085,0.122,0.159,0.405,0.703,0.915,0.878,0.841,0.595,0.29700000000000004,14.0,18.0,25.0,60.0,103.0,0.2948,44.0,0.085,0.4,0.41221166892808686,38.0,0.4941207440045758,5.0,4.0,3.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.20440537387025448,-0.7497419694290193,-0.48510111726054905,-0.17106561901484185,1.539,0.361,0.2,0.1,0.5,0.6858229469843345,0.7055567801288626,0.013883446090494378,0.20025990065601823,0.04937692614029033,1.6549,2.933,0.757,0.944,0.782,1.201,0.234,0.932,0.015,0.256,0.041,0.766,0.06799999999999995,0.985,0.744,0.959,37.0,137.0,2.0,38.0,6.0,0.2956,44.0,0.015,0.5490909090909091,0.5545331529093369,38.0,0.40257851989366616,5.0,4.0,4.0,4.0,ZAs_below_50 high_drought-1000-0.01-1
0.19671352141708348,-0.5706023292663747,-0.32541258660152306,-0.01060877878926051,1.539,0.361,0.2,0.1,0.5,0.9465502289211042,0.5891160140231435,0.026526667267846478,0.043829564865876414,0.04887752492202937,1.6549000000000003,2.933,0.757,0.944,0.782,1.201,0.323,0.778,0.028,0.056,0.041,0.677,0.22199999999999998,0.972,0.944,0.959,52.0,114.0,4.0,8.0,6.0,0.2452,36.8,0.028,0.5782608695652174,0.5814029363784666,38.0,0.2758343040185604,5.0,4.0,3.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
0.1270685976839248,-0.3294964383241717,-0.4071416686951441,-0.13258017641309727,1.539,0.361,0.2,0.1,0.5,0.901281028494551,0.4323971849107116,0.2363693997411321,0.00981735683693565,0.07503503001666956,1.6549,2.933,0.757,0.944,0.782,1.201,0.307,0.571,0.25,0.013,0.062,0.6930000000000001,0.42900000000000005,0.75,0.987,0.938,49.0,84.0,39.0,2.0,9.0,0.24059999999999998,36.6,0.013,0.4459016393442623,0.45253532834580223,38.0,0.24907172027908447,5.0,5.0,4.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.9474189180140006,0.041876835226290376,-0.16945959221812784,-0.01943199801857101,1.539,0.361,0.2,0.1,0.5,0.20286414329089958,0.19100455710291125,0.32326867783887187,0.7817805579970292,0.1559820637702881,1.6548999999999998,2.933,0.757,0.944,0.782,1.201,0.069,0.252,0.342,1.0,0.13,0.931,0.748,0.6579999999999999,0.0,0.87,11.0,37.0,54.0,148.0,19.0,0.35860000000000003,53.8,0.069,0.4594795539033457,0.46268823201338544,38.0,0.29454683586924746,4.0,4.0,3.0,4.0,ZAs_below_50 high_drought-1000-0.01-1
-0.9409966877013305,0.163410178061828,-0.21348981007154788,-0.34866995890097546,1.539,0.361,0.2,0.1,0.5,0.20703859299413513,0.11200788425981179,0.43088499228669436,0.5636014337202309,0.34136709673912796,1.6549000000000003,2.933,0.757,0.944,0.782,1.201,0.071,0.148,0.456,0.721,0.284,0.929,0.852,0.544,0.279,0.716,11.0,22.0,71.0,106.0,42.0,0.33599999999999997,50.4,0.071,0.37936507936507935,0.38285714285714295,38.0,0.41664165868392045,5.0,4.0,3.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.9593584443330686,-0.3294964383241717,-0.2754610736653378,-0.12992260345966614,1.539,0.361,0.2,0.1,0.5,0.19510345118350536,0.4323971849107116,0.150777012971758,0.7177223565677117,0.15889999436631344,1.6549000000000003,2.933,0.757,0.944,0.782,1.201,0.067,0.571,0.16,0.918,0.132,0.933,0.42900000000000005,0.84,0.08199999999999996,0.868,11.0,84.0,25.0,136.0,19.0,0.3696,55.0,0.067,0.4581818181818182,0.4634199134199135,38.0,0.423559639945561,5.0,4.0,3.0,4.0,ZAs_below_50 high_drought-1000-0.01-1
-0.7234317720898042,0.14120726315544507,-0.7917013655229219,-0.6450565563137042,1.539,0.361,0.2,0.1,0.5,0.3484557881416272,0.1264397789489607,0.7922906086409386,0.22953295025446505,0.1581808740140085,1.6548999999999998,2.933,0.757,0.944,0.782,1.201,0.119,0.167,0.839,0.294,0.132,0.881,0.833,0.16100000000000003,0.706,0.868,19.0,25.0,131.0,43.0,19.0,0.31020000000000003,47.4,0.119,0.41856540084388183,0.4131528046421663,38.0,0.5753492392704689,5.0,4.0,4.0,4.0,ZAs_below_50 high_drought-1000-0.01-1
-0.1233660887165684,0.1473503747351892,-0.6802705464047603,-0.3511604076591467,1.539,0.361,0.2,0.1,0.5,0.7384984823342305,0.12244675642212702,0.7238535987409672,0.030522752687324118,0.03957840981535119,1.6549,2.933,0.757,0.944,0.782,1.201,0.252,0.162,0.767,0.039,0.033,0.748,0.838,0.23299999999999998,0.961,0.967,40.0,24.0,120.0,6.0,5.0,0.2506,39.0,0.033,0.5415384615384615,0.536632083000798,38.0,0.32553685437891616,5.0,4.0,4.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.8740704199047094,0.09801122430024539,-0.5138946286425038,-0.6712577858325324,1.539,0.361,0.2,0.1,0.5,0.2505406670619389,0.15451720420484047,0.583638804412787,0.31041727214691506,0.3557860521735186,1.6549,2.933,0.757,0.944,0.782,1.201,0.085,0.204,0.618,0.397,0.296,0.915,0.796,0.382,0.603,0.704,14.0,30.0,97.0,59.0,43.0,0.32,48.6,0.085,0.32098765432098764,0.31475000000000003,38.0,0.5393085146699977,5.0,5.0,3.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.8493949138903365,0.05602104851684524,0.0017992391144532327,-0.3936530827008706,1.539,0.361,0.2,0.1,0.5,0.2665797459712812,0.1818108184640506,0.22114417611155485,0.47482125027315286,0.5105440091799606,1.6549,2.933,0.757,0.944,0.782,1.201,0.091,0.24,0.234,0.607,0.425,0.909,0.76,0.766,0.393,0.575,15.0,35.0,37.0,90.0,62.0,0.3194,47.8,0.091,0.29623430962343095,0.30632435817157166,38.0,0.3252170710556264,5.0,5.0,3.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.9154795905426483,0.22776474074689074,-0.17735075294981328,-0.6687883745690433,1.539,0.361,0.2,0.1,0.5,0.22362470614727856,0.070177418514521,0.4492250709028577,0.33893835038284326,0.5729344540524995,1.6549,2.933,0.757,0.944,0.782,1.201,0.076,0.093,0.476,0.433,0.477,0.924,0.907,0.524,0.567,0.523,12.0,14.0,74.0,64.0,70.0,0.31100000000000005,46.8,0.076,0.3076923076923077,0.304823151125402,38.0,0.4973458647020989,5.0,5.0,2.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.9850456539157315,-0.41159669752337547,-0.9859901182984657,-0.7519224025081944,1.539,0.361,0.2,0.1,0.5,0.17840676495477445,0.485762353390194,0.5592557235038087,0.3301191734148991,0.10135598473632366,1.6549,2.933,0.757,0.944,0.782,1.201,0.061,0.642,0.592,0.422,0.084,0.9390000000000001,0.358,0.40800000000000003,0.5780000000000001,0.916,10.0,94.0,93.0,62.0,12.0,0.36019999999999996,54.2,0.061,0.3675276752767528,0.37090505274847313,38.0,0.7836387180614417,5.0,5.0,2.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.860333055344068,-0.022094230740328902,-0.21348981007154788,-0.5103064795377418,1.539,0.361,0.2,0.1,0.5,0.25946995402635575,0.23258574998121379,0.31030712656529236,0.4061063342741121,0.44643083515302606,1.6549,2.933,0.757,0.944,0.782,1.201,0.088,0.307,0.329,0.519,0.372,0.912,0.6930000000000001,0.671,0.481,0.628,14.0,45.0,51.0,77.0,54.0,0.32299999999999995,48.2,0.088,0.22406639004149378,0.22959752321981422,38.0,0.4015558939234216,5.0,5.0,2.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.40776292639637424,0.00944093485772668,-0.2084747333464266,-0.6432100354550443,1.539,0.361,0.2,0.1,0.5,0.5536405378423567,0.21208789234247766,0.3275451843326997,0.025548439111864468,0.5360779463706015,1.6549,2.933,0.757,0.944,0.782,1.201,0.189,0.28,0.347,0.033,0.446,0.8109999999999999,0.72,0.653,0.967,0.554,30.0,41.0,54.0,5.0,65.0,0.259,39.0,0.033,0.2953846153846154,0.30393822393822395,38.0,0.31722215751389293,5.0,5.0,3.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
-0.565166792834889,-0.08547110776474695,-0.03168085091271222,-0.16334516192105342,1.539,0.361,0.2,0.1,0.5,0.4513280246573221,0.27378072004708554,0.15093633304617746,0.43977312009399316,0.3390818021554218,1.6549,2.933,0.757,0.944,0.782,1.201,0.154,0.362,0.16,0.562,0.282,0.846,0.638,0.84,0.43799999999999994,0.718,25.0,53.0,25.0,83.0,41.0,0.304,45.4,0.154,0.2537444933920705,0.2678947368421053,38.0,0.2114159783583504,5.0,5.0,3.0,5.0,ZAs_below_50 high_drought-1000-0.01-1
