aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,chapala_flow,calderon_lared_flow,pozos_flow,toluquilla_flow,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Pozos,delivered_Toluquilla,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,average_supply_percapita,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,ZAs_below_128,experiment
-0.4898619485211566,-0.7312715117751976,0.6948674738744653,-0.23622538102338597,6.049146078163336,2.566454672391853,2.705693800641424,0.1040749939089796,4.899808323312302,1.1493377548510337,2.566454672391853,2.705693800641424,0.1040749939089796,2.933,0.757,0.944,0.782,1.201,2.2880917691304608,1.1701011554613283,0.9761717028719794,0.618383217872942,1.9769971126088055,7.029744957945517,0.78,1.546,1.034,0.791,1.646,0.21999999999999997,0.546,0.03400000000000003,0.20899999999999996,0.6459999999999999,125.0,227.0,162.0,117.0,241.0,1.1594000000000002,174.4,0.78,0.16055045871559634,0.1716060031050543,163.0,0.5380565787985514,2.0,0.0,0.0,2.0,ZAs_below_100-1000scenarios-1000nfe epsilon0.8-restricted
-0.9408500720661859,0.041876835226290376,-0.21348981007154788,-0.5103064795377418,5.769992066874539,0.8699290334205259,1.6465539558322797,0.052168150203122,4.673693574168377,1.0962984927061625,0.8699290334205259,1.6465539558322797,0.052168150203122,2.933,0.757,0.944,0.782,1.201,1.8746654868715886,0.6354924959437864,0.9059124344044991,0.6718239152372696,1.0277336907599919,5.115628023217136,0.639,0.839,0.96,0.859,0.856,0.361,0.16100000000000003,0.040000000000000036,0.14100000000000001,0.14400000000000002,102.0,123.0,150.0,127.0,125.0,0.8305999999999999,125.4,0.639,0.06379585326953748,0.06376113652781121,118.0,0.42663079922544145,4.0,0.0,0.0,4.0,ZAs_below_100-1000scenarios-1000nfe epsilon0.8-restricted
-0.8740704199047094,0.19314128637688266,-0.10031093073980446,-0.6867191389310721,5.622035130779647,0.1489364626381746,2.8688467827697037,0.2797967363790242,4.553848455931514,1.068186674848133,0.1489364626381746,2.8688467827697037,0.2797967363790242,2.933,0.757,0.944,0.782,1.201,1.854319451679267,0.5201770088007226,0.6537261145506846,0.6585466349432625,1.835670654188564,5.522439864162501,0.632,0.687,0.693,0.842,1.528,0.368,0.31299999999999994,0.30700000000000005,0.15800000000000003,0.528,101.0,101.0,108.0,124.0,224.0,0.8764,131.6,0.632,0.1635258358662614,0.17772706526700138,128.0,0.46356044398811713,4.0,0.0,0.0,4.0,ZAs_below_100-1000scenarios-1000nfe epsilon0.8-restricted
-0.8012795241017331,0.07582110112154328,-0.33516217379243907,-0.09764963040298008,5.588388050731357,0.4036076737455347,0.7320859753098481,0.0403832953767729,4.526594321092399,1.061793729638958,0.4036076737455347,0.7320859753098481,0.0403832953767729,2.933,0.757,0.944,0.782,1.201,1.8871354243821858,0.5925705938377469,0.6062911442635445,0.8196474026905194,0.21678443627894467,4.122429001452941,0.643,0.783,0.642,1.048,0.181,0.357,0.21699999999999997,0.358,0.04800000000000004,0.819,103.0,115.0,100.0,155.0,26.0,0.6594,99.8,0.181,0.2188376753507014,0.2274795268425842,95.0,0.32747810735467386,4.0,1.0,1.0,4.0,ZAs_below_100-1000scenarios-1000nfe epsilon0.8-restricted
0.5654007514587511,-0.5982939771184812,-0.34451858980746497,-0.012950282071973906,3.8378389430307807,0.9854629472441828,2.387142145242186,0.363201289286058,3.1086495438549324,0.7291893991758484,0.9854629472441828,2.387142145242186,0.363201289286058,2.933,0.757,0.944,0.782,1.201,2.021187699797258,0.8296860769288131,0.7410868287384321,0.10016129337783594,0.9947616676097191,4.6868835664520585,0.689,1.096,0.785,0.128,0.828,0.31100000000000005,0.09600000000000009,0.21499999999999997,0.872,0.17200000000000004,110.0,161.0,123.0,19.0,121.0,0.7052,106.8,0.128,0.22247191011235956,0.23539421440726038,108.0,0.3802909001141678,4.0,1.0,1.0,4.0,ZAs_below_100-1000scenarios-1000nfe epsilon0.8-restricted
-0.9570205894681822,-0.5624379253246228,-0.08079306852453283,-0.7102183854095144,7.532563853219557,1.3056595821654344,1.799180770094616,0.0194210589514198,6.101376721107841,1.4311871321117158,1.3056595821654344,1.799180770094616,0.0194210589514198,2.933,0.757,0.944,0.782,1.201,2.6236249774062084,1.230737272822537,0.7100955606112467,0.6381446801346602,1.3213111064132084,6.52391359738786,0.895,1.626,0.752,0.816,1.1,0.10499999999999998,0.6259999999999999,0.248,0.18400000000000005,0.10000000000000009,143.0,239.0,118.0,121.0,161.0,1.0378,156.4,0.752,0.1442455242966752,0.1566390441318173,151.0,0.5776174921817131,2.0,0.0,0.0,2.0,ZAs_below_100-1000scenarios-1000nfe epsilon0.8-restricted
-0.4898619485211566,-0.7312715117751976,0.6948674738744653,-0.23622538102338597,5.34173607269497,2.937505001080704,1.5770401097079736,0.9171004577412216,4.326806218882926,1.0149298538120444,2.937505001080704,1.5770401097079736,0.9171004577412216,2.933,0.757,0.944,0.782,1.201,1.98327756965821,1.0888515792832594,1.0537466467430412,1.0536190401220906,1.404769691305546,6.584264527112148,0.676,1.438,1.116,1.347,1.17,0.32399999999999995,0.43799999999999994,0.1160000000000001,0.347,0.16999999999999993,108.0,211.0,174.0,199.0,171.0,1.1494,172.6,0.676,0.10845886442641947,0.12215068731512091,152.0,0.5380565787985514,1.0,0.0,0.0,1.0,ZAs_below_100-1000scenarios-1000nfe epsilon0.8-restricted
-0.37901081833887607,-0.7656797265729046,-0.5874320500772712,-0.34712611089312173,0.5831978945123546,0.8257494128110983,1.9467580790594516,0.7461203044504288,0.47239029455500725,0.11080759995734737,0.8257494128110983,1.9467580790594516,0.7461203044504288,2.933,0.757,0.944,0.782,1.201,0.0049357091712122075,0.5646750164466044,0.6363830805998759,0.5313298308748177,0.8308074856134449,2.568131122705955,0.002,0.746,0.674,0.679,0.692,0.998,0.254,0.32599999999999996,0.32099999999999995,0.30800000000000005,0.0,110.0,105.0,100.0,101.0,0.5586,83.2,0.002,0.21634615384615385,0.21568206229860368,59.0,0.5198121764705435,5.0,1.0,1.0,5.0,ZAs_below_100-1000scenarios-1000nfe epsilon0.8-restricted
-0.23759152462357513,-0.9491082780130784,0.08282494558699316,-0.06085083722148943,7.482687098503743,2.0276773150981637,1.6601325222680647,0.7651979167469593,6.060976549788032,1.4217105487157113,2.0276773150981637,1.6601325222680647,0.7651979167469593,2.933,0.757,0.944,0.782,1.201,3.0697625944199176,1.4763444074071486,0.7707915695316419,1.0386885491960012,0.9350764476154224,7.290663568170132,1.047,1.95,0.817,1.328,0.779,0.04699999999999993,0.95,0.18300000000000005,0.32800000000000007,0.22099999999999997,168.0,286.0,128.0,196.0,114.0,1.1842000000000001,178.4,0.779,0.18475336322869956,0.19273771322411754,169.0,0.33259389636128406,2.0,0.0,0.0,1.0,ZAs_below_100-1000scenarios-1000nfe epsilon0.8-restricted
-0.13446586418989326,-0.8122808264515302,-0.9433050469559874,-0.1642348960801303,6.455027254883061,0.3322416840102035,3.000053274720546,0.8384721436484676,5.228572076455279,1.2264551784277815,0.3322416840102035,3.000053274720546,0.8384721436484676,2.933,0.757,0.944,0.782,1.201,2.69398839006772,1.2693746925530887,0.6760127670257362,0.9057878511042776,1.0146314122140097,6.5597951129648315,0.919,1.677,0.716,1.158,0.845,0.08099999999999996,0.677,0.28400000000000003,0.15799999999999992,0.15500000000000003,147.0,246.0,112.0,171.0,124.0,1.0630000000000002,160.0,0.716,0.1575,0.168203198494826,152.0,0.5135716584193852,2.0,0.0,0.0,2.0,ZAs_below_100-1000scenarios-1000nfe epsilon0.8-restricted
