,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,aqp4_Toluquilla_to_PP1,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,GINI_supplied_demand
0,0.41177708133747637,0.29460150530912177,-0.23119408699785438,-0.970889256046543,0.69363,0.815,0.76771,0.05407000000000006,0.25134,0.35695359782139735
1,-0.3475223521861517,-0.1540265762716695,0.6725922056856128,-0.019499411760418806,0.48278,0.16317000000000004,0.9817400000000001,0.014520000000000088,0.98302,0.4681984017039617
2,-0.4959279737447797,-0.5547577754156636,-0.2432986264346495,-0.2191920443372526,0.52703,0.03576999999999997,0.80791,0.58057,0.70431,0.29373019224453056
3,-0.39294524250288965,-0.24451052069840817,0.13035496249226308,-0.43672474182947973,0.57524,0.12417,0.9507,0.08935000000000004,0.73861,0.37069070116934244
4,-0.4668199475914234,-0.8107166333099596,-0.3899425411099182,-0.6811986117093771,0.62942,0.06074999999999997,0.6115200000000001,0.31853,0.76345,0.2623965631246823
5,0.5690647432562079,-0.14119834755132432,0.10984222034684366,-0.25923936226896616,0.53591,0.95002,0.35912999999999995,0.25387000000000004,0.67162,0.3058673663908139
6,0.6086198425453486,-0.20948867776105717,0.6041592088867205,0.1139963449811352,0.45319,0.98398,0.28483,0.15325999999999995,0.976,0.437951543695375
7,0.41294567888007094,-0.12858023129137885,-0.26940087384032463,0.1403460607144511,0.44735,0.8160000000000001,0.47536999999999996,0.90099,0.45962000000000003,0.26593990540177936
8,0.5150099749316133,-0.560527876832212,0.001271604334472043,0.0863737081071756,0.45931,0.90362,0.10748000000000002,0.63125,0.83975,0.3833147931351071
9,-0.1349764265587965,-0.42027431552041405,0.17181579264009228,-0.032564574704819105,0.48567000000000005,0.34563,0.6518900000000001,0.39071999999999996,0.85614,0.22594154056256743
10,0.5064158229003828,0.5457543562748937,0.19302620355208489,0.22867457410657432,0.42778000000000005,0.89624,0.87554,0.59016,0.34497,0.3324487618680005
11,0.6065681589161529,-0.2914582450193226,0.2951201414181732,0.5169000525889804,0.3639,0.98222,0.22977000000000003,0.74481,0.85315,0.4367987295676697
12,0.30404081918356884,-0.04543576599711874,-0.23835890780229496,-0.688370360842729,0.6310100000000001,0.72251,0.60768,0.18662,0.43143,0.21007704223897553
13,0.33356119102507886,-0.6139852705258912,-0.2927082246295378,-0.15696543060508894,0.5132399999999999,0.74785,0.19565999999999995,0.6733199999999999,0.7096199999999999,0.2408469154889808
14,0.42032184866060085,0.22916183392616807,0.09842011304981879,0.11360140377787875,0.45328,0.82233,0.7167399999999999,0.57315,0.46507,0.20102669300254392
15,0.3199283161743125,-0.4184796503426791,-0.552306589410178,-0.9658850256587816,0.69252,0.7361500000000001,0.33974000000000004,0.21689999999999998,0.46340000000000003,0.2181296520583705
16,0.05716231483703571,-0.4588376096792145,-0.23835890780229496,-0.688370360842729,0.6310100000000001,0.51057,0.49295999999999995,0.18662,0.65509,0.17037979197622588
17,0.30404081918356884,-0.0948035682600954,-0.24105350839980733,-0.817905423912648,0.65972,0.72251,0.57367,0.08123000000000002,0.45668,0.237108918318244
18,0.05390879285779121,0.014907463706852364,-0.47774874526852057,-0.9764296429766421,0.69485,0.50778,0.82157,0.14617999999999998,0.26927,0.2775183080438222
19,-0.152751246338938,-0.44077145278913066,-0.30468938147063085,-0.03382646817534418,0.48595,0.33037000000000005,0.65002,0.78559,0.60943,0.20097071035798453
20,0.5064158229003828,-0.4730255026490918,-0.09545485884650548,0.22867457410657432,0.42778000000000005,0.89624,0.17367999999999995,0.82985,0.7400800000000001,0.3823677660075451
21,-0.6021238853162236,-0.5313259347920039,-0.8429447550033384,-0.943235228486067,0.6875,0.055399999999999894,0.89721,0.47719999999999996,0.36721000000000004,0.33896004995659257
22,0.5521881786725968,-0.4346708675248443,-0.30221877610939485,0.0921094122924613,0.45804,0.93553,0.16857,0.88818,0.60746,0.40449794564982344
23,0.4923376346002935,-0.2613737293773763,-0.2432986264346495,-0.2191920443372526,0.52703,0.88415,0.32919,0.58057,0.54558,0.21813375330446033
24,0.5087606730728429,0.2872025077201339,0.8560194055326498,-0.12102569403409091,0.50528,0.89825,0.6958,0.25129,0.84355,0.4569985401206891
25,0.6086198425453486,0.07542731376118539,0.6041592088867205,-0.0030233370960638384,0.47912,0.98398,0.48111000000000004,0.056030000000000024,0.82186,0.40380917397492994
26,0.44597076037501227,-0.12858023129137885,0.13352666851635142,0.1403460607144511,0.44735,0.8443499999999999,0.45262,0.5662,0.67761,0.2025955951428273
27,-0.48101038610824687,-0.8107166333099596,-0.3899425411099182,-0.6811986117093771,0.62942,0.04857,0.6213,0.31853,0.76345,0.2658769708981071
28,0.42032184866060085,0.22916183392616807,0.09561359434634803,-0.2938560807486739,0.54358,0.82233,0.7167399999999999,0.23692999999999997,0.46355,0.2569370328436038
