,aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Toluquilla,delivered_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,min_supplied_demand,min_deficit_sq,supplied_demand_GINI,experiment,scenario
413,-0.762306471,0.338948683,-0.852325508,-0.622383392,5.751,1.349,0,0.4,2.2,2.563802754,0.595153856,1.060328224,0.778527541,0.965937625,2.93292,0.75717,0.94351,0.78229,1.20143,0.87415,0.78602,1.12381,0.99519,0.80399,0.12585,0.21398,0.12381,0.00481,0.19601,140,115,176,147,118,0.78602,1.00E-05,0.075649115,gini minimization and supplied demand maximization - 5k nfe,2020_drought
414,0.489275961,0.882856611,-0.542438177,0.229559267,5.751,1.349,0,0.4,2.2,3.377331335,0.241613703,1.212441612,0.518761689,0.613601661,2.93292,0.75717,0.94351,0.78229,1.20143,1.15153,0.3191,1.28503,0.66313,0.51073,0.15153,0.6809,0.28503,0.33687,0.48927,185,47,201,98,75,0.3191,0.06945,0.261880331,gini minimization and supplied demand maximization - 5k nfe,2020_drought
415,0.928429746,-0.578762143,-0.406307661,0.973213399,5.751,1.349,0,0.4,2.2,3.662781295,1.191665893,0.173904587,0.716686914,0.218711311,2.93292,0.75717,0.94351,0.78229,1.20143,1.24885,1.57384,0.18432,0.91614,0.18204,0.24885,0.57384,0.81568,0.08386,0.81796,200,231,29,135,27,0.18204,0.0043,0.374952682,gini minimization and supplied demand maximization - 5k nfe,2020_drought
416,-0.143713416,-0.281338947,-0.513470333,-0.235811791,5.751,1.349,0,0.4,2.2,2.965888239,0.998340815,0.436885401,0.627713596,0.934921948,2.93292,0.75717,0.94351,0.78229,1.20143,1.01124,1.31852,0.46304,0.80241,0.77817,0.01124,0.31852,0.53696,0.19759,0.22183,162,194,72,119,114,0.46304,0.00109,0.177805725,gini minimization and supplied demand maximization - 5k nfe,2020_drought
417,-0.77938008,0.694223926,0.717781887,-0.634983035,5.751,1.349,0,0.4,2.2,2.552704908,0.364224948,0.270687325,0.781435619,1.9946972,2.93292,0.75717,0.94351,0.78229,1.20143,0.87036,0.48103,0.28689,0.99891,1.66027,0.12964,0.51897,0.71311,0.00109,0.66027,139,71,45,148,243,0.28689,0,0.303866935,gini minimization and supplied demand maximization - 5k nfe,2020_drought
418,0.221630476,0.563588405,-0.226635704,-0.181336795,5.751,1.349,0,0.4,2.2,3.203361769,0.449138036,0.799645671,0.425648814,1.085955709,2.93292,0.75717,0.94351,0.78229,1.20143,1.09221,0.59318,0.84752,0.54411,0.90389,0.09221,0.40682,0.15248,0.45589,0.09611,175,87,132,80,132,0.54411,0.01333,0.141365668,gini minimization and supplied demand maximization - 5k nfe,2020_drought
419,-0.062135876,-0.526639641,-0.963744725,-0.865780955,5.751,1.349,0,0.4,2.2,3.01891364,1.157786267,0.570118304,0.165208239,1.05172355,2.93292,0.75717,0.94351,0.78229,1.20143,1.02932,1.5291,0.60425,0.21119,0.87539,0.02932,0.5291,0.39575,0.78881,0.12461,165,225,94,31,128,0.21119,0.00739,0.288134612,gini minimization and supplied demand maximization - 5k nfe,2020_drought
420,0.098942165,0.290906938,-0.901978763,-0.276121646,5.751,1.349,0,0.4,2.2,3.123614367,0.626380991,1.061375705,0.443786063,0.708592875,2.93292,0.75717,0.94351,0.78229,1.20143,1.06502,0.82727,1.12492,0.56729,0.58979,0.06502,0.17273,0.12492,0.43271,0.41021,171,122,176,84,86,0.56729,0.01389,0.152408194,gini minimization and supplied demand maximization - 5k nfe,2020_drought
421,-0.009147147,0.487468769,-0.568002944,-0.570207199,5.751,1.349,0,0.4,2.2,3.053356315,0.4986158,0.972056613,0.322888506,1.116832766,2.93292,0.75717,0.94351,0.78229,1.20143,1.04106,0.65853,1.03026,0.41275,0.92959,0.04106,0.34147,0.03026,0.58725,0.07041,167,97,161,61,136,0.41275,0.00081,0.159948332,gini minimization and supplied demand maximization - 5k nfe,2020_drought
422,0.805195713,-0.123701602,-0.694655593,-0.21248083,5.751,1.349,0,0.4,2.2,3.582679173,0.895876541,0.657120094,0.026087788,0.801986404,2.93292,0.75717,0.94351,0.78229,1.20143,1.22154,1.18319,0.69646,0.03335,0.66753,0.22154,0.18319,0.30354,0.96665,0.33247,196,174,109,5,98,0.03335,0.01924,0.304259522,gini minimization and supplied demand maximization - 5k nfe,2020_drought
