,aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Toluquilla,delivered_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,min_supplied_demand,min_deficit_sq,GINI_supplied_demand,experiment
0,-0.6519014832698818,0.20238386830122507,-0.6688637796495831,-0.6226359878055683,5.589,1.3110000000000002,2.0,0.5,2.3,2.549388475874577,0.6609499856042037,2.0743109711680257,0.7565986320518038,1.1360519353013903,2.93292,0.75717,0.94351,0.78229,1.20143,0.86923,0.87292,2.1985,0.96716,0.94558,0.13077000000000005,0.12707999999999997,1.1985000000000001,0.03283999999999998,0.054420000000000024,139.0,128.0,343.0,143.0,139.0,0.86923,0.00066,0.18811526312102902,only GINI supplied demand optimization 2
