aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Pozos,delivered_Toluquilla,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,ZAs_below_128,experiment_name
-0.13446586418989326,-0.8122808264515302,-0.9433050469559874,-0.1642348960801303,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.6881948682765695,0.7347215371934946,0.9756657433278972,0.35681344927134595,0.609004401930693,3.3644,0.23464468383986725,0.9703538851438657,1.0340800263791432,0.4561114852338622,0.5069017078302344,0.7653553161601327,0.02964611485613433,0.0340800263791432,0.5438885147661379,0.49309829216976564,37.60206755536475,142.54488397113607,161.50094972925345,67.39098941337886,74.25352770969718,0.6404183576853946,96.65848367576606,0.23464468383986725,0.26729296518977286,0.2639665849212427,0.5135716584193852,3.0,3.0,1.0,3.0,DST
-0.17137200139845143,-0.9309483396973168,-0.5145200529138647,-0.20259575244569716,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.6642058790910067,0.811855420803256,0.6198216135907562,0.3558678818192903,0.9126492046956912,3.3644000000000003,0.2264654761146183,1.072225355963776,0.6569310800501135,0.4549027746994733,0.759638910726296,0.7735345238853817,0.072225355963776,0.34306891994988653,0.5450972253005266,0.24036108927370403,36.291340559972596,157.50979235179364,102.59843593174485,67.21240106061006,111.27575235132174,0.6340327195108554,94.97754445108856,0.2264654761146183,0.24132041444545482,0.25188048935584434,0.45485903661383253,4.0,2.0,1.0,4.0,DST
-0.5740636100171517,-0.8306395391670316,-0.6606117164112248,-0.08901221649193214,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.4024563334888515,0.7466547004585705,0.7799819152087257,0.6914467257913928,0.7438603250524599,3.3644000000000003,0.13722020242221977,0.9861141300123552,0.8266803718076505,0.883870251261097,0.6191483476323977,0.8627797975777802,0.01388586998764485,0.17331962819234947,0.11612974873890303,0.3808516523676023,21.989687714222423,144.8600622896136,129.10960637829484,130.59283239709774,90.69598361411032,0.6906066606271439,103.44963447866778,0.13722020242221977,0.22089017471988903,0.2273374840638581,0.5385817705218351,4.0,2.0,1.0,2.0,DST
0.20796505778342245,-0.3194295299960239,-0.41756942517773066,-0.13258017641309727,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.9107749675592247,0.4143681944974156,0.9542909318681094,0.15480891777226222,0.9301569883029885,3.3644000000000007,0.3105348705191378,0.5472601074775957,1.011425479215486,0.1978908742278279,0.774211425116547,0.6894651294808622,0.4527398925224043,0.011425479215485979,0.8021091257721721,0.22578857488345305,49.7635530815002,80.39245239983721,157.96279911297287,29.23860117938936,113.41040801406979,0.5682645513113189,86.15356275755389,0.1978908742278279,0.2981608565192698,0.29433414556627213,0.26938604734256855,4.0,3.0,2.0,4.0,DST
0.1288936664803948,-0.8365134752952126,-0.4665527140365273,-0.10923187214469465,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.8593785632122567,0.7504727589418883,0.6500255051818546,0.22138171989369188,0.8831414527703089,3.3644000000000007,0.2930109196668137,0.9911566770120603,0.6889433150054399,0.28299030003084436,0.7350782839101545,0.7069890803331863,0.008843322987939661,0.3110566849945601,0.7170096999691556,0.2649217160898455,46.95532076614259,145.60081191508186,107.5980551259615,41.812137889247104,107.6779874282833,0.5982358991250626,89.92886262494326,0.28299030003084436,0.23867755635498744,0.24851736526326645,0.3852979319892073,4.0,2.0,2.0,4.0,DST
-0.4089002799021644,-0.920759573172591,-0.9789876969626554,-0.017416373449536615,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.5098124980635933,0.8052327225621843,0.9283482804635419,0.630627859194208,0.49037863971647294,3.3644000000000003,0.1738240111050499,1.0634786939387222,0.9839296100284869,0.8061260304910259,0.40816415968046804,0.82617598889495,0.06347869393872219,0.01607038997151311,0.19387396950897406,0.591835840319532,27.855488142135513,156.224908617535,153.66853863597615,119.1060355755248,59.78995192316294,0.6871045010487506,103.32898457886688,0.1738240111050499,0.2714571746486098,0.2742028104802962,0.581515980871737,3.0,2.0,1.0,3.0,DST
0.08582639496943112,-0.5696134599278031,0.2356137600231114,-0.020047114109922992,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.8313848367301303,0.576987748953072,0.36710230703190566,0.30734553909841983,1.2815795681864726,3.3644000000000007,0.28346626973888295,0.7620333358073013,0.3890811642567005,0.39287709194945936,1.0667162171152715,0.716533730261117,0.23796666419269874,0.6109188357432995,0.6071229080505407,0.06671621711527154,45.42578016241305,111.94261711920164,60.76606833732784,58.048036064581545,156.257990380414,0.5788348157735231,86.48809841278762,0.28346626973888295,0.25488732581488177,0.2680491239921842,0.22777518225756715,4.0,3.0,1.0,4.0,DST
0.37422036430731476,-0.6709018383013312,-0.31230037041836045,-0.12129771683326082,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,1.0188409167997547,0.6428251948958653,0.6574090458760691,0.05407656725862588,0.9912482751696854,3.3644000000000007,0.3473806850729437,0.8489854914533306,0.6967689171730449,0.06912559899031087,0.8250604461549853,0.6526193149270563,0.15101450854666942,0.3032310828269551,0.9308744010096891,0.1749395538450147,55.66813521526874,124.7158796653353,108.82024504359958,10.213385675567865,120.85902997443054,0.557464227768923,84.0553351148404,0.06912559899031087,0.2800021032209339,0.2923810274481128,0.3696800724650668,5.0,2.0,1.0,5.0,DST
-0.6039362684410459,-0.920759573172591,-0.9789876969626554,-0.3239804092354087,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.3830391055133203,0.8052327225621843,0.9283482804635419,0.5581346284836641,0.6896452629772897,3.3644000000000003,0.1305997675288661,1.0634786939387222,0.9839296100284869,0.713458573038652,0.5740227172282459,0.8694002324711338,0.06347869393872219,0.01607038997151311,0.286541426961348,0.42597728277175406,20.928755772224243,156.224908617535,153.66853863597615,105.4143136033502,84.08575288126295,0.6930978723525947,104.0644539020697,0.1305997675288661,0.26151107602252577,0.26266590464583284,0.7069159869529252,3.0,2.0,1.0,3.0,DST
0.45360158564577147,-0.6917680265088452,0.025318461706662465,-0.07551375556284601,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,1.0704387106697517,0.6563882172307494,0.42439378265992006,0.03223834821439866,1.1809409412251806,3.3644000000000003,0.3649733010419928,0.8668983070585736,0.4498027495269202,0.04120999619152146,0.9829501692531506,0.6350266989580071,0.13310169294142637,0.5501972504730799,0.9587900038084786,0.017049830746849404,58.48737119077981,127.34727039931185,70.2494675327889,6.088823691085656,143.98751573023796,0.5411669046144317,81.23208970884085,0.04120999619152146,0.3394296855069837,0.35263137221436447,0.31155045735603126,4.0,3.0,1.0,4.0,DST
