,calderon_lared_flow,chapala_flow,pozos_flow,toluquilla_flow,scenario,policy,model,drought_condition,probability
0,2.566454672391853,6.049146078163336,2.705693800641424,0.1040749939089796,43660,None,AMGmodel,LOW,0.53
1,0.8699290334205259,5.769992066874539,1.6465539558322797,0.052168150203122,87278,None,AMGmodel,MID,0.1
2,0.1489364626381746,5.622035130779647,2.8688467827697037,0.2797967363790242,14317,None,AMGmodel,LOW,1.0
3,0.4036076737455347,5.588388050731357,0.7320859753098481,0.0403832953767729,81932,None,AMGmodel,MID,0.73
4,0.9854629472441828,3.8378389430307807,2.387142145242186,0.363201289286058,95321,None,AMGmodel,MID,0.93
5,1.3056595821654344,7.532563853219557,1.799180770094616,0.0194210589514198,5405,None,AMGmodel,LOW,0.28
6,2.937505001080704,5.34173607269497,1.5770401097079736,0.9171004577412216,33188,None,AMGmodel,LOW,0.98
7,0.8257494128110983,0.5831978945123546,1.9467580790594516,0.7461203044504288,63421,None,AMGmodel,HIGH,1.0
8,2.0276773150981637,7.482687098503743,1.6601325222680647,0.7651979167469593,72897,None,AMGmodel,NO,0.0
9,0.3322416840102035,6.455027254883061,3.000053274720546,0.8384721436484676,9507,None,AMGmodel,LOW,0.42
10,2.742105772828661,2.885744527411937,1.8406263646019,0.782676692994532,88624,None,AMGmodel,MID,0.96
11,1.5262922107075354,5.250352573746092,0.2048848047074414,0.9216724310130324,95115,None,AMGmodel,MID,0.46
12,2.647495978734257,7.5228085430873985,1.4036648870720003,0.0863853579512307,99243,None,AMGmodel,NO,0.02
13,0.7292695505494773,6.115562383396767,1.633071511430339,0.3787716424592311,77045,None,AMGmodel,LOW,1.0
14,1.596251288238456,1.2286532736078757,0.7475646186012387,0.2289000159403346,31791,None,AMGmodel,HIGH,1.0
15,2.081876610881068,7.2136750544402,1.10500244383536,0.2018246723114932,45417,None,AMGmodel,LOW,0.64
16,0.0856958024646414,2.946848965961835,1.2403018459995312,0.3834781446087312,71963,None,AMGmodel,MID,1.0
17,1.2913438555673835,7.3450016079464495,2.79377048135662,0.156584294327531,91216,None,AMGmodel,NO,0.01
18,0.8395500966081729,2.594468550730958,2.118281739213605,0.4010962145595804,31924,None,AMGmodel,MID,1.0
19,0.2566178922153687,0.6359083396694772,2.023533470279188,0.5019076292970619,15134,None,AMGmodel,HIGH,1.0
20,1.567319046484159,5.881490937795352,1.7784379714703236,0.160875277263374,16405,None,AMGmodel,LOW,1.0
21,1.6261294787652854,6.482443100699092,2.43246170288465,0.1353613943471567,22718,None,AMGmodel,LOW,0.8
22,0.3095488733215442,2.5305555645552777,2.361891702909519,0.7220687753579321,15522,None,AMGmodel,MID,1.0
23,0.2938389234960425,0.4892903777033332,1.6190310321440469,0.2551255903346505,24507,None,AMGmodel,HIGH,1.0
24,1.144260132560737,3.623352984268516,1.8637503626216825,0.1890247594430399,13979,None,AMGmodel,MID,0.99
25,0.9088016980584068,0.0769233147108359,0.5230605912014031,0.254567118446919,71898,None,AMGmodel,HIGH,1.0
26,0.5003910982628577,3.0894227310816507,0.7137491151572389,0.0048381041556118,64290,None,AMGmodel,MID,1.0
