aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Pozos,delivered_Toluquilla,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,ZAs_below_128,experiment_name,supplied_demand_deficit_PP1_min,supplied_demand_deficit_PP1_compromise,supplied_demand_GINI_min,supplied_demand_GINI_compromise,energy_costs_min,energy_costs_compromise
-0.13446586418989326,-0.8122808264515302,-0.9433050469559874,-0.1642348960801303,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.6881948682765695,0.7347215371934946,0.9756657433278972,0.35681344927134595,0.609004401930693,3.3644,0.23464468383986725,0.9703538851438657,1.0340800263791432,0.4561114852338622,0.5069017078302344,0.7653553161601327,0.02964611485613433,0.0340800263791432,0.5438885147661379,0.49309829216976564,37.60206755536475,142.54488397113607,161.50094972925345,67.39098941337886,74.25352770969718,0.6404183576853946,96.65848367576606,0.23464468383986725,0.26729296518977286,0.2639665849212427,0.5135716584193852,3.0,3.0,1.0,3.0,DST,False,False,False,False,False,False
0.1288936664803948,-0.8365134752952126,-0.4665527140365273,-0.10923187214469465,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.8593785632122567,0.7504727589418883,0.6500255051818546,0.22138171989369188,0.8831414527703089,3.3644000000000007,0.2930109196668137,0.9911566770120603,0.6889433150054399,0.28299030003084436,0.7350782839101545,0.7069890803331863,0.008843322987939661,0.3110566849945601,0.7170096999691556,0.2649217160898455,46.95532076614259,145.60081191508186,107.5980551259615,41.812137889247104,107.6779874282833,0.5982358991250626,89.92886262494326,0.28299030003084436,0.23867755635498744,0.24851736526326645,0.3852979319892073,4.0,2.0,2.0,4.0,DST,False,False,False,False,False,False
-0.6039362684410459,-0.920759573172591,-0.9789876969626554,-0.3239804092354087,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.3830391055133203,0.8052327225621843,0.9283482804635419,0.5581346284836641,0.6896452629772897,3.3644000000000003,0.1305997675288661,1.0634786939387222,0.9839296100284869,0.713458573038652,0.5740227172282459,0.8694002324711338,0.06347869393872219,0.01607038997151311,0.286541426961348,0.42597728277175406,20.928755772224243,156.224908617535,153.66853863597615,105.4143136033502,84.08575288126295,0.6930978723525947,104.0644539020697,0.1305997675288661,0.26151107602252577,0.26266590464583284,0.7069159869529252,3.0,2.0,1.0,3.0,DST,False,False,False,False,False,False
-0.20440537387025448,-0.7434559024921047,-0.6126246335545351,-0.17106561901484185,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.6427341869843347,0.689985336619868,0.8054596751905798,0.39783416065601823,0.8283866405491995,3.3644000000000003,0.21914455781353578,0.9112703496332394,0.8536835159625877,0.5085478988085761,0.6895033952249283,0.7808554421864642,0.08872965036676062,0.14631648403741226,0.4914521011914239,0.3104966047750717,35.11815538475474,133.86551880044058,133.3269138549401,75.13852900948712,101.00194706862412,0.6364299434885735,95.69021282364933,0.21914455781353578,0.21375904944262716,0.21738602571888177,0.43288788223293406,5.0,2.0,1.0,3.0,DST,False,False,False,False,False,False
-0.4971790656099848,-0.38535776437497304,-0.5152884064163721,-0.014140916084160127,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.45243128735350996,0.4572215468437325,0.9749549173269094,0.690138117191786,0.7896541312840624,3.3644000000000003,0.1542595001415573,0.6038569470088376,1.0333266423694256,0.8821974684296893,0.6572645886862478,0.8457404998584427,0.39614305299116237,0.03332664236942562,0.11780253157031073,0.3427354113137522,24.720253834253313,88.7065221919294,161.38328743042126,130.3456768359426,96.27944351878564,0.6661810293271515,100.28703676226645,0.1542595001415573,0.2512509947485907,0.24455512435512552,0.3529915381213725,4.0,3.0,1.0,3.0,DST,False,False,False,False,False,False
-0.07286125238769747,-0.3194295299960239,-0.15170784188665634,-0.2249695984882113,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.7282378659479968,0.4143681944974156,0.7814809027289112,0.27729289503466603,1.1630201417910109,3.3644000000000007,0.24829761408060336,0.5472601074775957,0.8282691055159063,0.35446106209656186,0.9680338832459149,0.7517023859193966,0.4527398925224043,0.17173089448409373,0.6455389379034382,0.03196611675408512,39.78996457838529,80.39245239983721,129.3577322449636,52.372024069853424,141.80250266112637,0.5892643544833164,88.74293519083318,0.24829761408060336,0.2533256613487535,0.25975174872779616,0.19224205568964725,5.0,3.0,1.0,3.0,DST,False,False,False,False,False,False
0.30992085794448476,-0.7497419694290193,-0.45879780835143735,-0.17196000663621994,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.9770462376639152,0.6940712801288625,0.7013862952995717,0.06294075802254198,0.9289554288851087,3.3644,0.3331305072176845,0.9166666949936545,0.7433791374815122,0.08045661586476571,0.7732113132634112,0.6668694927823156,0.0833333050063455,0.2566208625184878,0.9195433841352343,0.2267886867365888,53.38452860794795,134.6582413679959,116.09975403214979,11.887556274095282,113.26390656802516,0.5693688537642057,85.85879737004282,0.08045661586476571,0.2872219085794534,0.29682002453592027,0.4226051605902903,5.0,2.0,1.0,4.0,DST,False,False,False,False,False,False
-0.7756286829486894,-0.3346110740381244,-0.45124276289636644,-0.12293019198899027,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.271439036083352,0.42423619812478086,0.9663105977578573,0.8004173391238044,0.9019968289102056,3.3644000000000007,0.09254897085047752,0.5602928759125652,1.0241647769773854,1.0231664252012607,0.7507724600717627,0.9074510291495225,0.43970712408743484,0.024164776977385394,0.023166425201260665,0.24922753992823732,14.831073933360788,82.30696471624844,159.9524020788425,151.1740001318076,109.97694978428926,0.6901891018026903,103.64827812890971,0.09254897085047752,0.27717561598844104,0.2696194599963409,0.42110317796804264,3.0,2.0,1.0,3.0,DST,False,False,False,False,False,False
-0.1401058675728907,-0.6709018383013312,-0.33527662423526705,-0.12040332921188378,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.6845288660776211,0.6428251948958653,0.6723436108570583,0.3889699699346545,0.975732358234801,3.3644,0.23339473565428617,0.8489854914533306,0.712597632545203,0.4972168819885155,0.8121458518303617,0.7666052643457139,0.15101450854666942,0.28740236745479697,0.5027831180114846,0.1878541481696383,37.40176198975048,124.7158796653353,111.29234826616032,73.46435841899651,118.96723483401232,0.6208681186943394,93.16831663485098,0.23339473565428617,0.18901800072566055,0.19921918164409444,0.3166719148303432,5.0,2.0,1.0,5.0,DST,False,False,False,False,False,False
-0.286114046995163,-0.5078665882160971,-0.047974794131900034,-0.20900231770287736,1.4580000000000002,0.342,1.0,2.2,0.4,2.932923333333333,0.7571686458333333,0.9435108680555555,0.782294375,1.2014250347222222,0.5896235494531441,0.5368522823404631,0.5915703338452719,0.42628594403998576,1.2200678903211355,3.3644000000000007,0.20103612759049644,0.7090260344174818,0.6269883621631365,0.5449175625735335,1.015517285773243,0.7989638724095036,0.2909739655825182,0.37301163783686353,0.4550824374264665,0.015517285773243072,32.21625961015018,104.15585010366627,97.9220305734918,80.51218809306775,148.75811178780643,0.6194970745035782,92.7128880336365,0.20103612759049644,0.22152464177171965,0.23155180058227504,0.26273943676150935,4.0,3.0,1.0,4.0,DST,False,False,False,False,False,False
