policy,aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,experiment_name,scenario,seed,duration
1880,-0.385569828,-0.708227029,-0.207236317,-0.026188641,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.524977292,0.667086569,0.564856038,0.609761092,0.99771901,3.3644,0.17899455,0.881027724,0.598674649,0.779452226,0.830446329,0.82100545,0.118972276,0.401325351,0.220547774,0.169553671,28.68407264,129.4228802,93.50004056,115.1649507,121.6479814,0.653719096,97.6839851,0.17899455,0.188055846,0.200188496,0.331805454,5,2,1,A-priori,chapala_incident,1,1687
1881,-0.241681539,-0.75189861,-0.10948055,-0.108840811,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.61850468,0.695473096,0.472928261,0.462509793,1.114984169,3.3644,0.210883344,0.918518087,0.501243046,0.59122219,0.928051386,0.789116656,0.081481913,0.498756954,0.40877781,0.071948614,33.7942868,134.9302107,78.28333,87.35374929,135.9456642,0.629983611,94.06144819,0.210883344,0.221939713,0.235131339,0.302975377,5,3,1,A-priori,chapala_incident,1,1687
1882,0.003146572,-0.77873581,-0.623611839,-0.00046217,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.777642952,0.712917277,0.789669419,0.373817638,0.710352715,3.3644,0.265142612,0.941556786,0.836947878,0.477847789,0.591258459,0.734857388,0.058443214,0.163052122,0.522152211,0.408741541,42.48939387,138.3145931,130.7131689,70.60255303,86.61053157,0.622550705,93.7460481,0.265142612,0.214845122,0.219988949,0.351489098,5,3,1,A-priori,chapala_incident,1,1687
1883,-0.315265054,-0.672310361,-0.734498457,-0.008542134,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.570675395,0.643740735,0.930922263,0.575533218,0.64352839,3.3644,0.194575626,0.850194654,0.9866577,0.735699036,0.535637573,0.805424374,0.149805346,0.0133423,0.264300964,0.464362427,31.18095723,124.8935055,154.0946072,108.7003673,78.46290272,0.660552918,99.46646799,0.194575626,0.235060445,0.229955381,0.432654002,4,2,1,A-priori,chapala_incident,1,1687
1884,-0.444288471,-0.455951278,0.026566202,-0.075513756,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.486810174,0.503107331,0.576863638,0.615866885,1.181751973,3.3644,0.165981214,0.664458749,0.611401158,0.787257207,0.983625227,0.834018786,0.335541251,0.388598842,0.212742793,0.016374773,26.59867124,97.6089205,95.48764622,116.3181455,144.0864016,0.642544711,96.01995702,0.165981214,0.213127327,0.225496411,0.250579927,4,3,1,A-priori,chapala_incident,1,1687
1885,-0.177965311,-0.819565465,-0.422808712,-0.082928216,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.659920228,0.739456552,0.632608111,0.437937432,0.894477678,3.3644,0.225004254,0.976607465,0.67048312,0.559811557,0.744513933,0.774995746,0.023392535,0.32951688,0.440188443,0.255486067,36.05717818,143.4635342,104.7149717,82.71279262,109.060169,0.635284066,95.20172915,0.225004254,0.202651856,0.212554841,0.375816926,4,2,1,A-priori,chapala_incident,1,1687
1886,0.453372241,-0.800624147,0.032312269,-0.052801159,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,1.070289637,0.727144696,0.34909133,0.04715061,1.170723728,3.3644,0.364922473,0.960347077,0.369991848,0.060272209,0.974445924,0.635077527,0.039652923,0.630008152,0.939727791,0.025554076,58.47922598,141.0748849,57.7847297,8.905287297,142.7417708,0.545995906,81.79717974,0.060272209,0.343252052,0.355134096,0.334777454,4,3,1,A-priori,chapala_incident,1,1687
1887,0.021283301,-0.172175506,-0.167317532,-0.264121748,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.789431826,0.318653079,0.887342317,0.190650038,1.178322741,3.3644,0.269162108,0.420848222,0.94046857,0.243706262,0.980770923,0.730837892,0.579151778,0.05953143,0.756293738,0.019229077,43.13352251,61.82255975,146.8808636,36.00787668,143.6682888,0.570991217,86.30262226,0.243706262,0.298744795,0.300591073,0.156224522,3,3,2,A-priori,chapala_incident,1,1687
1888,-0.586530345,-0.623330923,-0.170362445,-0.046178808,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.394352955,0.6119041,0.596070489,0.727391819,1.034680636,3.3644,0.134457301,0.8081477,0.631757948,0.929818547,0.86121115,0.865542699,0.1918523,0.368242052,0.070181453,0.13878885,21.54692974,118.7168124,98.66693672,137.3817452,126.1545681,0.673078529,100.4933984,0.134457301,0.20630789,0.216340366,0.35660063,5,2,1,A-priori,chapala_incident,1,1687
1889,-0.428124614,-0.773518873,-0.451704327,-0.499597751,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.497316681,0.709526268,0.681320545,0.329705781,1.146530725,3.3644,0.169563478,0.937078247,0.722112027,0.421459992,0.954309001,0.830436522,0.062921753,0.277887973,0.578540008,0.045690999,27.17273304,137.6566963,112.778291,62.27119201,139.7920125,0.640904549,95.93418496,0.169563478,0.25069192,0.260270807,0.538236391,5,2,1,A-priori,chapala_incident,1,1687
1890,-0.060115716,-0.858570189,-0.07715548,-0.203675669,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.736522464,0.764809623,0.382580439,0.282849351,1.197638123,3.3644,0.251122304,1.010091513,0.405485991,0.361563831,0.996847983,0.748877696,0.010091513,0.594514009,0.638436169,0.003152017,40.2426242,148.3823373,63.32814769,53.4214662,146.0233378,0.605022324,90.27958264,0.251122304,0.273710878,0.28471314,0.299879263,3,3,1,A-priori,chapala_incident,1,1687
1891,-0.309726266,-0.61415459,-0.362100471,-0.026963165,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.574275607,0.605939483,0.726664823,0.559959336,0.897560751,3.3644,0.195803143,0.800270173,0.770171121,0.71579108,0.747080113,0.804196857,0.199729827,0.229828879,0.28420892,0.252919887,31.3776681,117.5596045,120.2840828,105.7589442,109.4360761,0.645823126,96.88327515,0.195803143,0.156570669,0.156490414,0.328236123,5,1,1,A-priori,chapala_incident,1,1687
1892,-0.453214844,-0.703862926,-0.064469331,-0.061865749,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.481008031,0.664249902,0.474894163,0.630540232,1.113707671,3.3644,0.164002934,0.877281311,0.503326649,0.806014017,0.9269889,0.835997066,0.122718689,0.496673351,0.193985983,0.0730111,26.28164975,128.8725325,78.60874374,119.0894855,135.7900258,0.655522762,97.72848746,0.164002934,0.220431563,0.231867048,0.320853212,5,2,1,A-priori,chapala_incident,1,1687
1893,0.452056852,-0.089694276,-0.197984158,-0.072982203,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,1.069434634,0.265040279,0.960888423,0.034887934,1.034148729,3.3644,0.364630954,0.350041277,1.018417971,0.044596938,0.86076842,0.635369046,0.649958723,0.018417971,0.955403062,0.13923158,58.43250976,51.42102682,159.0548751,6.589248248,126.0897147,0.527691112,80.31747494,0.044596938,0.378099478,0.372698217,0.203179372,4,3,1,A-priori,chapala_incident,1,1687
1894,-0.23810185,-0.357001089,-0.090940901,-0.013007896,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.620831478,0.438789708,0.717560878,0.52247439,1.064743547,3.3644,0.211676681,0.579513837,0.760522112,0.667874405,0.88623386,0.788323319,0.420486163,0.239477888,0.332125595,0.11376614,33.92141998,85.13052195,118.7771161,98.67920107,129.8200213,0.621164179,93.26565609,0.211676681,0.193377761,0.197065148,0.174762934,5,3,1,A-priori,chapala_incident,1,1687
1895,-0.501281903,-0.772348463,-0.825799885,-0.075234846,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.449764443,0.708765501,0.925243424,0.653093907,0.627532725,3.3644,0.153350222,0.936073495,0.980638862,0.834844182,0.522323663,0.846649778,0.063926505,0.019361138,0.165155818,0.477676337,24.57454094,137.5090983,153.154595,123.349175,76.51261373,0.685446085,103.0200046,0.153350222,0.247063932,0.241399248,0.543666274,4,2,1,A-priori,chapala_incident,1,1687
1896,-0.450544056,-0.822730506,-0.279178993,-0.12998893,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.482744044,0.741513829,0.537191517,0.584524152,1.018426459,3.3644,0.164594839,0.979324531,0.56935382,0.747192068,0.847682069,0.835405161,0.020675469,0.43064618,0.252807932,0.152317931,26.37650319,143.8626709,88.92076072,110.3984758,124.1727597,0.661629465,98.74623407,0.164594839,0.218924265,0.230677469,0.420610621,4,2,1,A-priori,chapala_incident,1,1687
1897,-0.604160535,-0.707846228,-0.613289181,-0.090309608,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.382893332,0.666839048,0.82903792,0.710166423,0.775463277,3.3644,0.130550065,0.880700821,0.878673419,0.907799475,0.645452904,0.869449935,0.119299179,0.121326581,0.092200525,0.354547096,20.92079092,129.3748582,137.2297965,134.1284023,94.54920812,0.688635337,103.2406112,0.130550065,0.210922583,0.207918083,0.503901388,5,2,1,A-priori,chapala_incident,1,1687
1898,0.433210627,-0.816029205,-0.750019191,-0.003233102,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,1.057184587,0.737157983,0.847593491,0.092474896,0.629989043,3.3644,0.360454218,0.973571723,0.898339934,0.118209844,0.524368166,0.639545782,0.026428277,0.101660066,0.881790156,0.475631834,57.76318323,143.017584,140.3012811,17.46563857,76.81210297,0.574988777,87.07195798,0.118209844,0.306543688,0.31285612,0.500623031,4,3,1,A-priori,chapala_incident,1,1687
1899,0.491145107,-0.213316131,0.016645059,-0.028696384,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,1.094842,0.345394485,0.741025226,0.038266351,1.144871938,3.3644,0.373293767,0.456165858,0.785391299,0.048915539,0.952928318,0.626706233,0.543834142,0.214608701,0.951084461,0.047071682,59.82073499,67.01071674,122.6611456,7.227326323,139.5897631,0.523338956,79.26193735,0.048915539,0.330615471,0.339378227,0.18745067,5,3,1,A-priori,chapala_incident,1,1687
1900,0.279770761,-0.274282402,-0.345849913,-0.201921468,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.957448675,0.385022562,0.937018882,0.063063371,1.02184651,3.3644,0.326448586,0.508503044,0.993119331,0.080613351,0.850528731,0.673551414,0.491496956,0.006880669,0.919386649,0.149471269,52.31374341,74.6990439,155.1037744,11.91071406,124.5897533,0.551842609,83.72340582,0.080613351,0.342711458,0.340545231,0.275456136,4,3,1,A-priori,chapala_incident,1,1687
1901,-0.634655119,-0.630293421,-0.314362297,-0.068708221,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.363071853,0.616429724,0.685144769,0.744028804,0.955724851,3.3644,0.123791798,0.814124736,0.726165212,0.951085457,0.795492705,0.876208202,0.185875264,0.273834788,0.048914543,0.204507295,19.83777121,119.5948383,113.4113109,140.5239554,116.5277976,0.682131982,101.9791347,0.123791798,0.194201213,0.204364773,0.412004764,5,1,1,A-priori,chapala_incident,1,1687
1902,-0.364166953,-0.694167274,-0.48778094,-0.108333796,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.53888916,0.657947728,0.756348883,0.542454872,0.868759356,3.3644,0.183737895,0.868957968,0.801632402,0.693415279,0.723107419,0.816262105,0.131042032,0.198367598,0.306584721,0.276892581,29.44419894,127.6498344,125.1976548,102.4528941,105.9244346,0.654170193,98.13380338,0.183737895,0.178658953,0.180828449,0.413612241,5,1,1,A-priori,chapala_incident,1,1687
1903,-0.858611585,-0.758896919,-0.559551942,-0.369971678,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.21750015,0.700021998,0.760925765,0.693779259,0.992172828,3.3644,0.074158144,0.924525865,0.806483307,0.886851908,0.825829993,0.925841856,0.075474135,0.193516693,0.113148092,0.174170007,11.88392374,135.8127527,125.9552613,131.0333756,120.9717571,0.703569843,105.1314141,0.074158144,0.196264288,0.202521931,0.636758031,5,1,1,A-priori,chapala_incident,1,1687
1904,0.147922924,-0.366115318,-0.161075079,-0.019530382,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.87174758,0.444713957,0.757223845,0.267318671,1.023395947,3.3644,0.29722822,0.587338051,0.802559748,0.3417111,0.851818397,0.70277178,0.412661949,0.197440252,0.6582889,0.148181603,47.63114769,86.27989811,125.3424863,50.48820268,124.77867,0.576131103,86.90408096,0.29722822,0.21146362,0.218009963,0.173660926,5,3,1,A-priori,chapala_incident,1,1687
1905,0.032021227,-0.776976055,-0.541659948,-0.010377937,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.796411478,0.711773435,0.737544531,0.348603863,0.770066693,3.3644,0.271541867,0.940046104,0.78170221,0.445617244,0.640961084,0.728458133,0.059953896,0.21829779,0.554382756,0.359038916,43.51488156,138.0926741,122.0849897,65.84045334,93.89122368,0.615973702,92.68484446,0.271541867,0.21181467,0.217294139,0.340258792,5,3,1,A-priori,chapala_incident,1,1687
1906,-0.455395027,-0.678400712,-0.420793723,-0.125083832,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.479590912,0.647699463,0.723055457,0.590865597,0.923188571,3.3644,0.163519758,0.855422985,0.766345658,0.755298281,0.768411298,0.836480242,0.144577015,0.233654342,0.244701719,0.231588702,26.20422023,125.6615467,119.6866282,111.5961779,112.5607761,0.661799596,99.14186983,0.163519758,0.167037482,0.16886314,0.419918324,5,1,1,A-priori,chapala_incident,1,1687
1907,0.08737484,-0.768253738,-0.367389436,-0.023759444,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.832391326,0.70610393,0.629938204,0.303926035,0.892040505,3.3644,0.283809439,0.932558333,0.667653362,0.38850597,0.742485365,0.716190561,0.067441667,0.332346638,0.61149403,0.257514635,45.48077343,136.9927213,104.2730247,57.40219788,108.7630141,0.603002494,90.58234628,0.283809439,0.207002553,0.219100544,0.311694365,5,2,1,A-priori,chapala_incident,1,1687
1908,0.272918469,-0.600549311,-0.01872121,-0.123329528,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.952994685,0.597096052,0.512311735,0.118602122,1.183395406,3.3644,0.324929968,0.788590567,0.542984455,0.151608047,0.984993131,0.675070032,0.211409433,0.457015545,0.848391953,0.015006869,52.07038321,115.8438716,84.80243595,22.40026092,144.2867791,0.558621234,83.88074616,0.151608047,0.293317872,0.30509843,0.253879629,4,3,1,A-priori,chapala_incident,1,1687
1909,-0.237719589,-0.026882612,0.029324357,-0.00194424,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.621079947,0.224212698,0.85396547,0.529417297,1.135724588,3.3644,0.211761399,0.296119892,0.905093411,0.676749461,0.945314568,0.788238601,0.703880108,0.094906589,0.323250539,0.054685432,33.93499605,43.49998114,141.3560284,99.9905007,138.4744624,0.607007746,91.45119372,0.211761399,0.271022418,0.273614941,0.073967699,5,3,2,A-priori,chapala_incident,1,1687
1910,0.466546634,-0.746633925,-0.549608587,-0.01948238,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,1.078852992,0.692051051,0.762433531,0.060244461,0.770817965,3.3644,0.367842207,0.913998559,0.808081344,0.077009964,0.641586402,0.632157793,0.086001441,0.191918656,0.922990036,0.358413598,58.94711651,134.2662924,126.2048403,11.3783095,93.98282337,0.561703695,84.95587641,0.077009964,0.29477296,0.301114818,0.445567881,5,3,1,A-priori,chapala_incident,1,1687
1911,-0.682267339,-0.082134909,-0.006503626,-0.013454824,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.33212391,0.260126691,0.841339666,0.810891454,1.119918279,3.3644,0.113239888,0.343551853,0.891711685,1.036555394,0.932158267,0.886760112,0.656448147,0.108288315,0.036555394,0.067841733,18.14681607,50.46773111,139.266092,153.1522355,136.5472609,0.663443417,99.5160271,0.113239888,0.288443347,0.293648243,0.196090175,4,2,1,A-priori,chapala_incident,1,1687
1912,-0.11839771,-0.233009925,-0.276521654,-0.203863298,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.698639169,0.358195451,0.918782624,0.320610688,1.068172069,3.3644,0.238205739,0.473072219,0.973791246,0.409833814,0.889087573,0.761794261,0.526927781,0.026208754,0.590166186,0.110912427,38.17273047,69.49425935,152.0851453,60.55341102,130.2380476,0.596798118,90.10871875,0.238205739,0.264133789,0.261451867,0.207948147,4,3,1,A-priori,chapala_incident,1,1687
1913,-0.347417398,-0.792711923,-0.602208061,-0.797717724,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.549776371,0.72200175,0.766672489,0.083468109,1.242481281,3.3644,0.187449963,0.953554738,0.812574095,0.106696547,1.034172957,0.812550037,0.046445262,0.187425905,0.893303453,0.034172957,30.03906189,140.0770911,126.9065108,15.76453589,151.490889,0.61888966,92.85561772,0.106696547,0.32867434,0.338807741,0.635013776,4,2,2,A-priori,chapala_incident,1,1687
1914,-0.420463262,-0.78671061,-0.866249964,-1.94E-05,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.50229656,0.718100896,0.94220058,0.649451805,0.552350159,3.3644,0.171261401,0.948402843,0.998611264,0.830188515,0.459745837,0.828738599,0.051597157,0.001388736,0.169811485,0.540254163,27.4448271,139.3202782,155.9614956,122.6612949,67.34589714,0.681641972,102.5467586,0.171261401,0.256669424,0.251552201,0.518360819,4,2,1,A-priori,chapala_incident,1,1687
1915,0.215255526,-0.587062107,-0.515481677,-0.078365824,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.915513772,0.58832937,0.843972721,0.185309443,0.831274695,3.3644,0.312150598,0.777012325,0.894502384,0.236879426,0.691907253,0.687849402,0.222987675,0.105497616,0.763120574,0.308092747,50.02247515,114.143029,139.7019387,34.99920394,101.3540763,0.582490397,88.04414463,0.236879426,0.248535345,0.244482333,0.349041284,5,2,1,A-priori,chapala_incident,1,1687
1916,-0.226954155,-0.397358742,-0.291829732,-0.030395777,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.628077479,0.465022182,0.821906144,0.503926266,0.945467929,3.3644,0.214147254,0.614159322,0.871114655,0.644164501,0.786955409,0.785852746,0.385840678,0.128885345,0.355835499,0.213044591,34.31733203,90.21993998,136.0492809,95.17603586,115.2772112,0.626108228,94.20796001,0.214147254,0.194056782,0.189964715,0.236634602,5,3,1,A-priori,chapala_incident,1,1687
1917,-0.549462604,-0.579662449,-0.58823586,-0.010787987,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.418446988,0.583519592,0.896072717,0.726301821,0.740058883,3.3644,0.142672324,0.770660004,0.94972167,0.928425212,0.615984237,0.857327676,0.229339996,0.05027833,0.071574788,0.384015763,22.86339615,113.2098738,148.3259977,137.1758784,90.2324886,0.681492689,102.3615269,0.142672324,0.232797303,0.226155285,0.432037225,4,2,1,A-priori,chapala_incident,1,1687
1918,-0.125748025,-0.828296244,-0.820219668,-0.038605111,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.693861464,0.745131559,0.885250225,0.432806215,0.607350538,3.3644,0.236576748,0.984102502,0.938251223,0.553252367,0.505525122,0.763423252,0.015897498,0.061748777,0.446747633,0.494474878,37.91168291,144.5645543,146.5345618,81.74366488,74.0518785,0.643541592,96.96126849,0.236576748,0.237421344,0.239646063,0.453217262,3,3,1,A-priori,chapala_incident,1,1687
1919,-0.485014234,-0.602935386,0.08531271,-0.032357757,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.460338428,0.598647001,0.443138738,0.670390031,1.191885803,3.3644,0.156955493,0.790638921,0.469669988,0.856953663,0.992060069,0.843044507,0.209361079,0.530330012,0.143046337,0.007939931,25.15228964,116.1447745,73.35230071,126.615876,145.32198,0.653255627,97.31744418,0.156955493,0.241356898,0.251967866,0.301405022,4,2,1,A-priori,chapala_incident,1,1687
1920,-0.113816765,-0.042563541,-0.072824087,-0.000350252,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.701616783,0.234405301,0.910169355,0.449916553,1.068292007,3.3644,0.239220976,0.309581363,0.964662291,0.575124362,0.889187404,0.760779024,0.690418637,0.035337709,0.424875638,0.110812596,38.33542342,45.47746978,150.6593998,84.97527697,130.2526712,0.595555279,89.94004824,0.239220976,0.27522614,0.272752336,0.057388661,4,3,2,A-priori,chapala_incident,1,1687
1921,-0.537692933,-0.069441388,-0.037780122,-0.092486284,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.426097273,0.251875902,0.869920177,0.665547642,1.150959005,3.3644,0.14528074,0.332654955,0.922003346,0.850763681,0.957994858,0.85471926,0.667345045,0.077996654,0.149236319,0.042005142,23.28139775,48.86697805,143.9969946,125.701299,140.3319354,0.641739516,96.43572098,0.14528074,0.276160035,0.276096649,0.184350182,4,2,2,A-priori,chapala_incident,1,1687
1922,-0.800416692,-0.603833094,-0.351315163,-0.142680883,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.25532683,0.599230511,0.726363345,0.803691596,0.979787718,3.3644,0.087055405,0.791409568,0.769851593,1.027351879,0.81552131,0.912944595,0.208590432,0.230148407,0.027351879,0.18447869,13.95072407,116.2579825,120.2341795,151.7924057,119.461689,0.698237951,104.3393962,0.087055405,0.214422985,0.220699853,0.474561458,4,1,1,A-priori,chapala_incident,1,1687
1923,-0.597115722,-0.168047315,-0.237903496,-0.002339311,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.387472461,0.315969755,0.935906518,0.762767987,0.962283279,3.3644,0.13211135,0.41730433,0.991940368,0.97503959,0.80095158,0.86788865,0.58269567,0.008059632,0.02496041,0.19904842,21.17098852,61.30196235,154.919646,144.0632057,117.3274412,0.663469444,99.75664874,0.13211135,0.280890397,0.274604152,0.251351461,3,2,1,A-priori,chapala_incident,1,1687
1924,-0.399520798,-0.531460251,-0.279336869,-0.018487364,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.515909161,0.552188163,0.726619802,0.623835052,0.945847822,3.3644,0.17590271,0.729280282,0.770123404,0.797442845,0.78727161,0.82409729,0.270719718,0.229876596,0.202557155,0.21272839,28.18860184,107.1311969,120.2766304,117.8230851,115.3235301,0.65200417,97.74860886,0.17590271,0.159484987,0.159639666,0.307201321,5,1,1,A-priori,chapala_incident,1,1687
1925,-0.089565208,-0.837971822,-0.761383454,-0.092129406,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.717380295,0.751420684,0.840717561,0.374496591,0.680384869,3.3644,0.244595652,0.992408611,0.891052334,0.478715689,0.566314875,0.755404348,0.007591389,0.108947666,0.521284311,0.433685125,39.19672109,145.7847209,139.1631156,70.73078623,82.95666919,0.634617432,95.56640259,0.244595652,0.235738353,0.240518141,0.445262473,4,3,1,A-priori,chapala_incident,1,1687
1926,-0.998771732,-0.647955648,-0.501512162,-0.516249393,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.126396054,0.627910171,0.795311734,0.68980284,1.1249792,3.3644,0.043095588,0.829287075,0.842928005,0.881768887,0.936370699,0.956904412,0.170712925,0.157071995,0.118231113,0.063629301,6.906115103,121.8221843,131.6471356,130.2823535,137.1643192,0.706690051,105.5644215,0.043095588,0.204873085,0.208185417,0.666122234,5,1,1,A-priori,chapala_incident,1,1687
1927,0.4711558,-0.676677245,-0.325056108,-0.00946701,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,1.08184895,0.646579209,0.661946261,0.063758494,0.910267086,3.3644,0.368863699,0.853943455,0.701577781,0.08150192,0.757656166,0.631136301,0.146056545,0.298422219,0.91849808,0.242343834,59.11081175,125.444204,109.5712856,12.04200115,110.9853099,0.552708604,83.43072248,0.08150192,0.267219456,0.279883544,0.370589041,5,2,1,A-priori,chapala_incident,1,1687
1928,-0.331662283,-0.821287429,-0.449684526,-0.601980587,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.560017196,0.740575829,0.648958113,0.200456423,1.214392439,3.3644,0.190941642,0.978085705,0.687812017,0.256241677,1.010793353,0.809058358,0.021914295,0.312187983,0.743758323,0.010793353,30.59860719,143.6806875,107.4213708,37.85999849,148.0661262,0.624774879,93.52535804,0.190941642,0.291476651,0.302386992,0.551153706,3,2,2,A-priori,chapala_incident,1,1687
1929,0.375405233,-0.754319626,-0.470567603,-0.02028245,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,1.019611082,0.697046757,0.706061185,0.118966326,0.82271465,3.3644,0.347643278,0.920596436,0.748333919,0.152073605,0.684782343,0.652356722,0.079403564,0.251666081,0.847926395,0.315217657,55.71021602,135.2355199,116.8735838,22.46904772,100.3103835,0.570685916,86.11975017,0.152073605,0.266323403,0.271636113,0.405143728,5,2,1,A-priori,chapala_incident,1,1687
1930,0.48983556,-0.45154133,-0.042205317,-0.054458608,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,1.093990794,0.500240865,0.624431591,0.022372111,1.123364639,3.3644,0.373003543,0.660672979,0.661817063,0.028598072,0.935026828,0.626996457,0.339327021,0.338182937,0.971401928,0.064973172,59.77422621,97.0527913,103.3615208,4.225397629,136.9674621,0.531823697,80.27627962,0.028598072,0.30800772,0.316145526,0.259510204,5,3,1,A-priori,chapala_incident,1,1687
1931,0.168188551,-0.683354417,-0.214978393,-0.000938058,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.884920238,0.650919371,0.586055585,0.266231024,0.976273782,3.3644,0.301719526,0.859675548,0.621143439,0.34032077,0.812596503,0.698280474,0.140324452,0.378856561,0.65967923,0.187403497,48.35088448,126.2862479,97.00917984,50.28277993,119.0332485,0.587091157,88.19246813,0.301719526,0.203755445,0.216414471,0.266864855,5,3,1,A-priori,chapala_incident,1,1687
1932,0.11720174,-0.319349328,-0.354405115,-0.129854867,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.851778811,0.414316063,0.913286262,0.215576526,0.969442338,3.3644,0.290419733,0.547191257,0.96796581,0.275569572,0.806910386,0.709580267,0.452808743,0.03203419,0.724430428,0.193089614,46.54008024,80.38233824,151.1753382,40.71571685,118.2003173,0.577611352,87.40275816,0.275569572,0.267798853,0.263330438,0.230202762,4,3,2,A-priori,chapala_incident,1,1687
1933,0.070815098,-0.227715848,-0.228715258,-0.023012292,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.821627494,0.354754301,0.891149617,0.315175516,0.981693072,3.3644,0.280139438,0.468527458,0.944503818,0.402886083,0.817107221,0.719860562,0.531472542,0.055496182,0.597113917,0.182892779,44.89265171,68.82663447,147.511082,59.52687585,119.6940013,0.582632804,88.09024908,0.280139438,0.241029162,0.239320531,0.137564624,4,3,1,A-priori,chapala_incident,1,1687
1934,-0.692932042,-0.644770709,-0.259658962,-0.256857702,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.325191852,0.625839961,0.640177365,0.659611641,1.113579181,3.3644,0.110876356,0.826552928,0.678505554,0.843175743,0.926881952,0.889123644,0.173447072,0.321494446,0.156824257,0.073118048,17.76805752,121.4205384,105.9679025,124.5801727,135.7743594,0.677198507,101.1022061,0.110876356,0.201479183,0.212248711,0.463554854,5,1,1,A-priori,chapala_incident,1,1687
