policy,aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,experiment_name,scenario,seed,duration
2234,-0.308731305,-0.644280287,-0.62425204,-0.000213675,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.574922332,0.625521187,0.877481639,0.57669978,0.709775063,3.3644,0.196023648,0.82613192,0.930017521,0.737190242,0.590777653,0.803976352,0.17386808,0.069982479,0.262809758,0.409222347,31.41300429,121.3586923,145.2486356,108.9206947,86.54010073,0.656028197,98.69622554,0.196023648,0.212765871,0.207715707,0.394369327,4,2,1,Mixed,chapala_incident,1,1388
2235,-0.616538521,-0.323168919,-0.004572305,-0.066464838,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.374847641,0.416798797,0.683412201,0.733711214,1.155630147,3.3644,0.127806833,0.550470228,0.724328912,0.937896574,0.961882858,0.872193167,0.449529772,0.275671088,0.062103426,0.038117142,20.48118488,80.86401882,113.1245206,138.5752829,140.9014694,0.660477081,98.78929531,0.127806833,0.24176857,0.248981042,0.252686146,5,2,1,Mixed,chapala_incident,1,1388
2236,-0.350568789,-0.4361248,-0.243798473,-0.011647941,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.547727967,0.49022012,0.765487887,0.596461871,0.964502155,3.3644,0.186751546,0.647438484,0.811318569,0.762451949,0.802798449,0.813248454,0.352561516,0.188681431,0.237548051,0.197201551,29.92713977,95.10864534,126.7104248,112.6531405,117.59798,0.642151799,96.39946609,0.186751546,0.179300499,0.174973458,0.260535001,5,2,1,Mixed,chapala_incident,1,1388
2237,-0.601608062,-0.217959019,-0.041473504,-0.000930573,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.38455244,0.348412362,0.775784415,0.766603687,1.089047095,3.3644,0.131115749,0.460151598,0.822231563,0.979942733,0.906462795,0.868884251,0.539848402,0.177768437,0.020057267,0.093537205,21.01144239,67.5962215,128.4147985,144.7876505,132.783258,0.659980887,98.91867419,0.131115749,0.252926522,0.259882091,0.215492789,4,2,1,Mixed,chapala_incident,1,1388
2238,0.297794834,-0.782440821,-0.577893093,-0.018180906,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.969164322,0.715325534,0.757543977,0.170779089,0.751587079,3.3644,0.330443115,0.944737394,0.802899047,0.218305404,0.625579672,0.669556885,0.055262606,0.197100953,0.781694596,0.374420328,52.95387103,138.7818242,125.3954774,32.25487106,91.63807649,0.584392926,88.20482404,0.218305404,0.258938683,0.263565122,0.419077413,5,3,1,Mixed,chapala_incident,1,1388
2239,-0.060629069,-0.458554439,-0.100749729,-0.00334007,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.736188785,0.504799386,0.657926938,0.41340117,1.052083721,3.3644,0.251008534,0.666693462,0.697317817,0.528447069,0.875696519,0.748991466,0.333306538,0.302682183,0.471552931,0.124303481,40.2243924,97.93719961,108.9059713,78.07865401,128.2764583,0.60383268,90.68453511,0.251008534,0.182550596,0.187899299,0.155818327,5,3,1,Mixed,chapala_incident,1,1388
2240,0.513523946,-0.549667978,-0.370262937,-0.001773762,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,1.109388245,0.564023186,0.773886723,0.041219809,0.875882036,3.3644,0.378253408,0.744910911,0.820220253,0.052690919,0.729035946,0.621746592,0.255089089,0.179779747,0.947309081,0.270964054,60.61552281,109.4273347,128.1006755,7.785143048,106.7928751,0.545022287,82.54431025,0.052690919,0.280521214,0.279139583,0.358807156,5,2,1,Mixed,chapala_incident,1,1388
2241,0.011799971,-0.577676234,0.075207405,-0.030687445,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.783267661,0.582228552,0.466125635,0.3485465,1.184231653,3.3644,0.267060394,0.768954915,0.494033138,0.445543916,0.985689176,0.732939606,0.231045085,0.505966862,0.554456084,0.014310824,42.79672061,112.9593964,77.15729823,65.82961911,144.3887393,0.592256308,88.62635474,0.267060394,0.225949778,0.237825217,0.173842764,4,3,1,Mixed,chapala_incident,1,1388
2242,-0.81107841,-0.177167102,-0.240823901,-0.20279763,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.248396714,0.321897616,0.93187692,0.771545827,1.090682924,3.3644,0.084692536,0.425133315,0.987669513,0.986260226,0.907824369,0.915307464,0.574866685,0.012330487,0.013739774,0.092175631,13.57207157,62.45203935,154.2526307,145.7210673,132.9827082,0.678315992,101.7961034,0.084692536,0.286557252,0.279171465,0.357966761,3,2,1,Mixed,chapala_incident,1,1388
2243,-0.385197312,-0.856342174,0.074220843,-0.000515757,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.525219427,0.763361413,0.285634039,0.626206331,1.16397879,3.3644,0.179077107,1.008178848,0.302735293,0.80047403,0.968831809,0.820922893,0.008178848,0.697264707,0.19952597,0.031168191,28.69730259,148.1013671,47.28070946,118.270946,141.9193869,0.651859417,96.85394242,0.179077107,0.275422392,0.285251689,0.329069022,4,2,2,Mixed,chapala_incident,1,1388
2244,0.331393125,-0.68723475,-0.539775026,-0.194393204,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.991003211,0.653441588,0.794651179,0.034402207,0.890901815,3.3644,0.337889231,0.863006665,0.842227902,0.043976037,0.741537582,0.662110769,0.136993335,0.157772098,0.956023963,0.258462418,54.14711938,126.7755886,131.5377946,6.497509382,108.6241781,0.565727484,85.51643802,0.043976037,0.301891938,0.302958578,0.438199026,5,2,1,Mixed,chapala_incident,1,1388
2245,0.452053845,-0.097389466,-0.032698329,-0.124933756,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,1.069432679,0.270042153,0.848450761,0.001121379,1.175353028,3.3644,0.364630288,0.3566473,0.89924853,0.001433449,0.978299098,0.635369712,0.6433527,0.10075147,0.998566551,0.021700902,58.43240294,52.39145094,140.4431842,0.211793761,143.3062033,0.520051733,78.95700701,0.001433449,0.379184132,0.384012954,0.176768849,4,3,1,Mixed,chapala_incident,1,1388
2246,-0.553888971,-0.754789553,-0.249779723,-0.001557481,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.415569849,0.697352209,0.562243611,0.735178789,0.954055543,3.3644,0.141691344,0.92099985,0.595905813,0.939772562,0.794103265,0.858308656,0.07900015,0.404094187,0.060227438,0.205896735,22.70619303,135.2947814,93.06760816,138.8524622,116.3242654,0.678494567,101.249062,0.141691344,0.216906473,0.226531686,0.390003932,5,2,1,Mixed,chapala_incident,1,1388
2247,-0.105394737,-0.102043277,-0.203384346,-0.000291606,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.707091101,0.27306713,0.956371695,0.444480355,0.983389719,3.3644,0.241087482,0.360642416,1.01363082,0.568175318,0.818519417,0.758912518,0.639357584,0.01363082,0.431824682,0.181480583,38.63453298,52.97833311,158.3072257,83.94854783,119.900867,0.600411091,90.75390131,0.241087482,0.269976642,0.266878971,0.102778491,4,3,1,Mixed,chapala_incident,1,1388
2248,-0.26194354,-0.64154256,-0.706478792,-0.008979501,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.605334379,0.623741664,0.932708551,0.540589945,0.662025461,3.3644,0.206392841,0.823781687,0.988550935,0.691031359,0.551033516,0.793607159,0.176218313,0.011449065,0.308968641,0.448966484,33.07467877,121.0134434,154.3902897,102.1006673,80.71817833,0.652158068,98.2594515,0.206392841,0.230350553,0.225352037,0.404736099,4,2,1,Mixed,chapala_incident,1,1388
2249,-0.424651527,-0.781175495,-0.514598336,-0.002882386,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.499574188,0.714503072,0.717224847,0.650313261,0.782784632,3.3644,0.17033319,0.943651161,0.760165962,0.831289706,0.651546796,0.82966681,0.056348839,0.239834038,0.168710294,0.348453204,27.29608026,138.6222566,118.7214933,122.8239972,95.44187236,0.671397363,100.5811399,0.17033319,0.198871858,0.205705765,0.430826936,5,2,1,Mixed,chapala_incident,1,1388
2250,-0.596183814,-0.522142734,-0.561949196,-0.010164047,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.388078201,0.546131777,0.916374201,0.757076169,0.756739653,3.3644,0.132317881,0.721281553,0.971238628,0.967763789,0.62986839,0.867682119,0.278718447,0.028761372,0.032236211,0.37013161,21.20408536,105.9561845,151.6864815,142.9881978,92.26630971,0.684494048,102.8202518,0.132317881,0.242509953,0.235588537,0.422609948,3,2,1,Mixed,chapala_incident,1,1388
2251,0.267326196,-0.820567562,-0.922081012,-0.002735347,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.949359708,0.740107915,0.956483742,0.200623317,0.517825318,3.3644,0.323690598,0.977467727,1.013749576,0.256455016,0.431009262,0.676309402,0.022532273,0.013749576,0.743544984,0.568990738,51.87177282,143.5899066,158.3257728,37.89151963,63.13641819,0.600474436,90.963078,0.256455016,0.292502538,0.288887069,0.503177529,3,3,1,Mixed,chapala_incident,1,1388
2252,-0.462427568,-0.867305274,-0.437061672,-0.004290729,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.475019761,0.770487428,0.610841659,0.673952266,0.834098887,3.3644,0.161961193,1.017590245,0.647413485,0.861507237,0.694257954,0.838038807,0.017590245,0.352586515,0.138492763,0.305742046,25.95445848,149.4839003,101.1119932,127.2886717,101.698419,0.676546023,101.1074885,0.161961193,0.216194125,0.227668397,0.442771311,4,1,1,Mixed,chapala_incident,1,1388
2253,-0.904328349,-0.770252015,-0.762813486,-0.441933605,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.187784253,0.70740281,0.885664956,0.676719903,0.906828078,3.3644,0.064026308,0.934273776,0.938690783,0.865045084,0.754793725,0.935973692,0.065726224,0.061309217,0.134954916,0.245206275,10.26028601,137.2447197,146.6032117,127.8113926,110.5660051,0.711365935,106.497123,0.064026308,0.224880866,0.216913282,0.719831864,4,1,1,Mixed,chapala_incident,1,1388
2254,-0.7233365,-0.684644494,-0.132579345,-0.096995144,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.305428955,0.651757921,0.531657653,0.783285201,1.092270269,3.3644,0.104138063,0.86078303,0.563488637,1.001266564,0.909145588,0.895861937,0.13921697,0.436511363,0.001266564,0.090854412,16.68823866,126.4489368,88.00474605,147.9382708,133.1762471,0.687764376,102.4512879,0.104138063,0.24024808,0.24891245,0.409388871,4,2,1,Mixed,chapala_incident,1,1388
2255,-0.780640399,-0.797054364,-0.848175719,-0.325080503,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.268181421,0.724824337,0.92372888,0.672277252,0.77538811,3.3644,0.091438265,0.957282556,0.979033641,0.859366082,0.645390339,0.908561735,0.042717444,0.020966359,0.140633918,0.354609661,14.65308209,140.6247071,152.9038941,126.9723136,94.54004327,0.706502177,105.938808,0.091438265,0.243601977,0.236328554,0.687737746,4,2,1,Mixed,chapala_incident,1,1388
2256,0.485042043,-0.672742043,-0.715332148,-0.010191673,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,1.090875008,0.644021328,0.918183569,0.054261405,0.657058691,3.3644,0.371941194,0.850565236,0.973156325,0.069361875,0.546899451,0.628058806,0.149434764,0.026843675,0.930638125,0.453100549,59.60398373,124.9479439,151.9859843,10.2482957,80.1125995,0.562384816,85.37976144,0.069361875,0.326840302,0.32521688,0.470826977,4,3,1,Mixed,chapala_incident,1,1388
2257,-0.855484517,-0.455798265,-0.58299723,-0.413288651,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.219532744,0.503007872,0.973179327,0.663590633,1.005089424,3.3644,0.07485117,0.664327392,1.031444745,0.848262054,0.836581056,0.92514883,0.335672608,0.031444745,0.151737946,0.163418944,11.994982,97.58962429,161.0893758,125.3316808,122.5466272,0.691093284,103.710458,0.07485117,0.251415991,0.242759912,0.576892166,4,2,1,Mixed,chapala_incident,1,1388
2258,0.333497819,-0.413020424,-0.270466256,-0.0138915,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.992371262,0.475202276,0.797839791,0.150360262,0.948626409,3.3644,0.338355678,0.627604271,0.84560742,0.192204197,0.789584353,0.661644322,0.372395729,0.15439258,0.807795803,0.210415647,54.22186792,92.19500156,132.0656022,28.39838823,115.6623123,0.558671184,84.50863443,0.192204197,0.254435419,0.251745237,0.257719,5,3,1,Mixed,chapala_incident,1,1388
2259,-0.009686529,-0.714120878,-0.784079419,-0.012875609,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.769301436,0.67091757,0.935973052,0.374090418,0.614117523,3.3644,0.262298516,0.886087365,0.992010886,0.478196481,0.511157588,0.737701484,0.113912635,0.007989114,0.521803519,0.488842412,42.03362437,130.166141,154.9306593,70.65407266,74.87695062,0.625950167,94.53228959,0.262298516,0.241446506,0.238653583,0.380190609,4,3,1,Mixed,chapala_incident,1,1388
2260,-0.259008024,-0.793753969,-0.508004451,-0.194836509,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.607242464,0.72267908,0.704762813,0.417874805,0.911840838,3.3644,0.207043415,0.954449295,0.746957811,0.534165678,0.758966071,0.792956585,0.045550705,0.253042189,0.465834322,0.241033929,33.17893407,140.2085013,116.6586655,78.92358493,111.1771913,0.640316454,96.02937543,0.207043415,0.209764326,0.214845287,0.438900738,5,2,1,Mixed,chapala_incident,1,1388
2261,-0.372784078,-0.802524288,-0.765698002,-0.033127613,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.53328803,0.728379787,0.866562914,0.596940022,0.639229247,3.3644,0.181828152,0.961978274,0.918445079,0.763063165,0.532059204,0.818171848,0.038021726,0.081554921,0.236936835,0.467940796,29.13816048,141.3145076,143.4412703,112.7434484,77.93872504,0.671474775,100.9152224,0.181828152,0.231467163,0.23192962,0.493533495,4,2,1,Mixed,chapala_incident,1,1388
2262,-0.115004703,-0.535700846,-0.285646103,-0.002413244,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.700844623,0.55494455,0.727964417,0.449347768,0.931298642,3.3644,0.238957703,0.732920669,0.771548523,0.574397289,0.775161675,0.761042297,0.267079331,0.228451477,0.425602711,0.224838325,38.29323363,107.6659694,120.4992032,84.86785112,113.5496054,0.618597172,92.97517253,0.238957703,0.166146457,0.164185578,0.234691224,5,2,1,Mixed,chapala_incident,1,1388
2263,-0.449765544,-0.495834645,-0.298722014,-0.008748779,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.483250076,0.529031519,0.76237679,0.662824218,0.926917397,3.3644,0.164767374,0.698697076,0.808021206,0.847282351,0.771514968,0.835232626,0.301302924,0.191978794,0.152717649,0.228485032,26.40415214,102.6385272,126.195448,125.1869287,113.0154174,0.658056595,98.68809469,0.164767374,0.180067104,0.17923736,0.313267746,5,1,1,Mixed,chapala_incident,1,1388
2264,-0.463819046,-0.671430925,-0.006434706,-0.012822119,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.4741153,0.643169101,0.458252458,0.669311323,1.119551818,3.3644,0.161652811,0.849439692,0.485688584,0.855574761,0.931853246,0.838347189,0.150560308,0.514311416,0.144425239,0.068146754,25.90503994,124.7826016,75.85405928,126.4121416,136.5025798,0.656841819,97.89128444,0.161652811,0.222085685,0.232663268,0.288626699,5,2,1,Mixed,chapala_incident,1,1388
2265,-0.083347667,-0.273598365,-0.310827971,-0.002368385,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.721421696,0.384577938,0.914699244,0.428799854,0.914901269,3.3644,0.245973595,0.507915825,0.969463389,0.548131071,0.761513405,0.754026405,0.492084175,0.030536611,0.451868929,0.238486595,39.41753798,74.61278145,151.4092276,80.98698763,111.5503377,0.606599457,91.59537447,0.245973595,0.227890054,0.224276781,0.167535597,4,3,1,Mixed,chapala_incident,1,1388
2266,-0.113849895,-0.716367305,-0.725894691,-0.158399129,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.701595248,0.672377749,0.8966928,0.347206318,0.746527885,3.3644,0.239213634,0.888015837,0.950378878,0.443830774,0.621368678,0.760786366,0.111984163,0.049621122,0.556169226,0.378631322,38.33424678,130.4494333,148.4286395,65.57650039,91.02122878,0.62856156,94.76200975,0.239213634,0.240654852,0.237560254,0.428627755,4,3,1,Mixed,chapala_incident,1,1388
2267,0.213682451,-0.729338608,-0.323945151,-0.136393157,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.914491273,0.680809095,0.626994253,0.148614175,0.993491204,3.3644,0.31180197,0.899151198,0.664533154,0.189972189,0.826927337,0.68819803,0.100848802,0.335466846,0.810027811,0.173072663,49.96660716,132.0852167,103.7857156,28.0686064,121.1325015,0.578477169,87.00772948,0.189972189,0.256712011,0.267389413,0.350839842,5,2,2,Mixed,chapala_incident,1,1388
2268,0.329435176,-0.762042101,-0.752662504,-0.082073341,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.989730544,0.702066366,0.884403262,0.108682784,0.679517044,3.3644,0.337455307,0.927225882,0.93735355,0.138928244,0.565592546,0.662544693,0.072774118,0.06264645,0.861071756,0.434407454,54.07758253,136.2093849,146.3943648,20.52680566,82.85085874,0.581311106,88.01179932,0.138928244,0.303474692,0.300922678,0.481553281,4,3,1,Mixed,chapala_incident,1,1388
2269,-0.227956422,-0.716961329,-0.1914842,-0.043522547,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.627426006,0.672763864,0.548939867,0.496045339,1.019224925,3.3644,0.21392513,0.888525783,0.581805558,0.634090382,0.848346668,0.78607487,0.111474217,0.418194442,0.365909618,0.151653332,34.28173639,130.5243443,90.86545306,93.68757329,124.2701136,0.633338704,94.72584413,0.21392513,0.190773598,0.204092048,0.294981124,5,3,1,Mixed,chapala_incident,1,1388
2270,-0.458800799,-0.780373087,-0.188784809,-0.168172729,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.477377161,0.713981507,0.505967619,0.565071566,1.102002148,3.3644,0.162764964,0.942962325,0.53626051,0.722325999,0.917245868,0.837235036,0.057037675,0.46373949,0.277674001,0.082754132,26.08326372,138.5210666,83.75230097,106.7244858,134.3628171,0.656311933,97.88878684,0.162764964,0.225142128,0.236641144,0.399032856,5,2,1,Mixed,chapala_incident,1,1388
2271,0.255457154,-0.445224335,-0.525075757,-0.275889675,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.94164483,0.496134818,0.942403424,0.030787881,0.953429047,3.3644,0.321060158,0.655250083,0.998826252,0.039355877,0.793581804,0.678939842,0.344749917,0.001173748,0.960644123,0.206418196,51.45024199,96.25616842,155.9950722,5.814875486,116.2478792,0.561614835,85.15284745,0.039355877,0.343061252,0.34065516,0.37541173,4,3,1,Mixed,chapala_incident,1,1388
2272,-0.180613411,-0.484128024,-0.024088373,-0.136836723,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.658198963,0.521422215,0.591474227,0.404618167,1.188686427,3.3644,0.224417377,0.688647395,0.626886502,0.517219834,0.989397085,0.775582623,0.311352605,0.373113498,0.482780166,0.010602915,35.9631305,101.1622301,97.90612215,76.41981735,144.9318926,0.609313639,91.27663854,0.224417377,0.2126984,0.223384066,0.206416633,4,3,1,Mixed,chapala_incident,1,1388
2273,-0.373635133,-0.510442262,-0.412414214,-0.111731253,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.532734844,0.53852647,0.826781769,0.546400842,0.919956075,3.3644,0.181639539,0.711237151,0.876282189,0.698459378,0.765720747,0.818360461,0.288762849,0.123717811,0.301540622,0.234279253,29.10793512,104.4806629,136.8563382,103.1981655,112.1666505,0.646667801,97.16195042,0.181639539,0.184817444,0.180191024,0.352055715,5,1,1,Mixed,chapala_incident,1,1388
2274,0.467626875,-0.782786213,-0.384049881,-0.002100919,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,1.079555149,0.715550039,0.631321384,0.070840254,0.867133175,3.3644,0.368081612,0.945033901,0.669119355,0.090554472,0.721753875,0.631918388,0.054966099,0.330880645,0.909445528,0.278246125,58.98548144,138.8253809,104.5019811,13.37952597,105.7261606,0.558908643,84.283706,0.090554472,0.28250527,0.295236962,0.409140972,5,2,1,Mixed,chapala_incident,1,1388
2275,-0.560023965,-0.596069998,-0.631725386,-0.054942989,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.411582103,0.594184499,0.913676002,0.704465955,0.740491442,3.3644,0.140331695,0.78474525,0.968378885,0.900512617,0.616344275,0.859668305,0.21525475,0.031621115,0.099487383,0.383655725,22.48830781,115.278995,151.2398515,133.0517607,90.28522886,0.682062544,102.4688288,0.140331695,0.234428068,0.22757593,0.460690584,4,2,1,Mixed,chapala_incident,1,1388
2276,-0.778348956,-0.820701444,-0.551149593,-0.204652903,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.269670859,0.740194939,0.715291297,0.749065754,0.890177151,3.3644,0.091946099,0.97758266,0.758116648,0.957524147,0.740934412,0.908053901,0.02241734,0.241883352,0.042475853,0.259065588,14.73446303,143.6067902,118.4014347,141.4752791,108.5358227,0.705220793,105.3507579,0.091946099,0.220736227,0.225502467,0.588713224,4,1,1,Mixed,chapala_incident,1,1388
2277,0.071996813,-0.758464022,0.002250824,-0.048482944,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.822395608,0.699740615,0.39603535,0.297851478,1.148376949,3.3644,0.280401332,0.92415424,0.419746463,0.380740918,0.955845696,0.719598668,0.07584576,0.580253537,0.619259082,0.044154304,44.93462048,135.758161,65.55532527,56.25490258,140.0171153,0.59217773,88.50402493,0.280401332,0.243756822,0.255909935,0.220298651,5,3,1,Mixed,chapala_incident,1,1388
2278,-0.539900389,-0.745555444,-0.22762499,-0.136376993,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.424662427,0.691350038,0.553845205,0.638453527,1.056088802,3.3644,0.14479152,0.913072724,0.587004585,0.816129513,0.879030128,0.85520848,0.086927276,0.412995415,0.183870487,0.120969872,23.20299964,134.1302875,91.67742876,120.5840615,128.7647821,0.668005694,99.67191188,0.14479152,0.207835427,0.218990702,0.412364454,5,2,1,Mixed,chapala_incident,1,1388
2279,-0.368404821,-0.56763294,-0.150844077,-0.00318401,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.536134546,0.575700411,0.619587239,0.613556847,1.019420956,3.3644,0.182798691,0.760333136,0.656682673,0.784304307,0.848509834,0.817201309,0.239666864,0.343317327,0.215695693,0.151490166,29.29369044,111.6928579,102.5596402,115.8818511,124.2940149,0.646525728,96.74441091,0.182798691,0.168131974,0.180539627,0.272516462,5,1,1,Mixed,chapala_incident,1,1388
2280,-0.505502515,-0.44142681,-0.208102011,-0.115823366,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.447021045,0.493666426,0.738838881,0.629454767,1.055418881,3.3644,0.152414842,0.651990054,0.783074054,0.804626477,0.878472522,0.847585158,0.348009946,0.216925946,0.195373523,0.121527478,24.42464528,95.77727057,122.2992421,118.8844748,128.6831012,0.65411559,98.0137468,0.152414842,0.191841566,0.196265224,0.317713676,5,2,1,Mixed,chapala_incident,1,1388
2281,-0.637075198,-0.272675778,-0.249590881,-0.060520647,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.361498801,0.383978256,0.875494817,0.750923778,0.992504348,3.3644,0.123255455,0.50712382,0.927911746,0.959899243,0.826105932,0.876744545,0.49287618,0.072088254,0.040100757,0.173894068,19.75182171,74.49643592,144.919759,141.8262022,121.012178,0.668859239,100.4012794,0.123255455,0.253116807,0.250465315,0.304965626,4,2,1,Mixed,chapala_incident,1,1388
2282,-0.353571988,-0.463710013,-0.313985803,-0.011647941,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.545775888,0.508150509,0.793179264,0.59841395,0.91888039,3.3644,0.186085971,0.671119322,0.840667861,0.764947275,0.764825406,0.813914029,0.328880678,0.159332139,0.235052725,0.235174594,29.82048072,98.58735808,131.2941499,113.0218277,112.0354964,0.645529167,96.95186257,0.186085971,0.179372981,0.173871831,0.285728936,5,2,1,Mixed,chapala_incident,1,1388
2283,-0.042037669,-0.292750481,-0.240823901,-0.20279763,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.748273195,0.397026813,0.856747723,0.271669346,1.090682924,3.3644,0.255128795,0.524357176,0.908042241,0.347272528,0.907824369,0.744871205,0.475642824,0.091957759,0.652727472,0.092175631,40.88466875,77.02801414,141.8165718,51.30991007,132.9827082,0.588525022,88.8043746,0.255128795,0.255425799,0.25370255,0.19460242,5,3,1,Mixed,chapala_incident,1,1388
2284,-0.565563782,-0.280605661,-0.212147225,-0.003240868,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.407981221,0.389132679,0.846002017,0.741673214,0.979610868,3.3644,0.13910395,0.513931317,0.896653176,0.948074328,0.81537411,0.86089605,0.486068683,0.103346824,0.051925672,0.18462589,22.29156037,75.49645658,140.037846,140.0790576,119.4401264,0.662627376,99.46900941,0.13910395,0.241374785,0.241543007,0.265389384,5,2,1,Mixed,chapala_incident,1,1388
2285,0.085639795,-0.798410307,-0.480988,-0.072149571,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.831263547,0.7257057,0.684175501,0.273600232,0.849655021,3.3644,0.283424915,0.958446581,0.725137912,0.349740764,0.707206023,0.716575085,0.041553419,0.274862088,0.650259236,0.292793977,45.41915303,140.7957022,113.2508688,51.67459468,103.5951176,0.604791239,90.94708727,0.283424915,0.221957079,0.228236174,0.359296918,5,2,1,Mixed,chapala_incident,1,1388
2286,-0.097526133,-0.744932847,-0.310217121,-0.000277034,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.712205693,0.69094535,0.607934778,0.439375235,0.913938943,3.3644,0.242831337,0.912538249,0.644332566,0.561649487,0.760712418,0.757168663,0.087461751,0.355667434,0.438350513,0.239287582,38.91398764,134.0517731,100.6308203,82.98434896,111.4330051,0.624412811,93.60278702,0.242831337,0.186938218,0.19711021,0.288238284,5,2,1,Mixed,chapala_incident,1,1388
2287,-0.184541901,-0.210424933,-0.063602827,-0.014173821,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.655645444,0.343515207,0.795065631,0.486902572,1.083271146,3.3644,0.223546738,0.453683877,0.842667167,0.622403263,0.901655214,0.776453262,0.546316123,0.157332833,0.377596737,0.098344786,35.82360959,66.64611395,131.6063983,91.96078829,132.0790192,0.608791252,91.62318587,0.223546738,0.224808689,0.229333156,0.118185871,5,3,1,Mixed,chapala_incident,1,1388
2288,0.102605968,-0.736903436,-0.124112687,-0.00369357,2.932923333,0.757168646,0.943510868,0.782294375,1.201425035,0.842291559,0.685726233,0.492186013,0.30706862,1.037127574,3.3644,0.28718499,0.90564531,0.521653782,0.392523109,0.863247847,0.71281501,0.09435469,0.478346218,0.607476891,0.136752153,46.02170921,133.0392011,81.47104591,57.99573473,126.4529137,0.594051008,88.99612092,0.28718499,0.217979984,0.229966162,0.241828915,5,3,1,Mixed,chapala_incident,1,1388
