0,1,seed
0,0.0,5
100,0.12074785699994701,5
1198,0.1673564023618664,5
2297,0.16648870530118406,5
3392,0.17534002759613498,5
4489,0.11998355937005335,5
5586,0.14408890091869644,5
6683,0.13931525770603304,5
7778,0.15639965508375492,5
8875,0.1551531513304974,5
9971,0.1559052737228484,5
10987,0.15615231147047062,5
12001,0.15201171217350568,5
13015,0.11483626278562176,5
14030,0.11688568058329404,5
15045,0.11688568058329404,5
16062,0.11688568058329404,5
17095,0.12368427895390673,5
18127,0.12259924914942863,5
19161,0.12259924914942863,5
20194,0.12141710929544433,5
21226,0.12011184274621696,5
22266,0.12011184274621696,5
23303,0.11965909566460747,5
24333,0.11965909566460747,5
25365,0.11965909566460747,5
26401,0.11965909566460747,5
27430,0.11965909566460747,5
28458,0.11965909566460747,5
29490,0.11965909566460747,5
30522,0.11965909566460747,5
31555,0.11965909566460747,5
32593,0.11965909566460747,5
33627,0.1224653398980914,5
34664,0.1224653398980914,5
35700,0.1224653398980914,5
36736,0.11738013287271623,5
37771,0.11738013287271623,5
38802,0.11738013287271623,5
39829,0.11738013287271623,5
40858,0.11738013287271623,5
41882,0.11738013287271623,5
42917,0.11738013287271623,5
43950,0.11739153119285181,5
44976,0.11739153119285181,5
46006,0.11754242768719264,5
47040,0.11754242768719264,5
48073,0.11754242768719264,5
49108,0.11754242768719264,5
50147,0.11756045042577801,5
51177,0.11756045042577801,5
52209,0.11756045042577801,5
53244,0.11756045042577801,5
54276,0.11756045042577801,5
55313,0.11756045042577801,5
56341,0.11790364580784116,5
57374,0.11735181638305212,5
58408,0.11735181638305212,5
59446,0.11735181638305212,5
60479,0.11735181638305212,5
61517,0.11735181638305212,5
62548,0.11735181638305212,5
63578,0.1059341341432658,5
64610,0.1059341341432658,5
65648,0.11214502056513968,5
66681,0.11320153900617878,5
67707,0.11320153900617878,5
68759,0.11258995200532296,5
69781,0.11258995200532296,5
70801,0.11252166419874979,5
71817,0.11253240243664522,5
72835,0.11253240243664522,5
73856,0.11253240243664522,5
74876,0.11253240243664522,5
75893,0.11253240243664522,5
76914,0.11403466784547894,5
77933,0.11366218075662193,5
78949,0.11323954434728949,5
79967,0.11323954434728949,5
80984,0.11323954434728949,5
82000,0.11323954434728949,5
83021,0.11323954434728949,5
84042,0.11323954434728949,5
85061,0.11323954434728949,5
86079,0.11067955859343907,5
87097,0.11067955859343907,5
88116,0.11067955859343907,5
89132,0.11067955859343907,5
90154,0.11067955859343907,5
