aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,chapala_flow,calderon_lared_flow,pozos_flow,toluquilla_flow,scenario,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Toluquilla,delivered_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,average_supply_percapita,ZAs_below_142,ZAs_below_100,ZAs_below_50,scenario,experiment
-0.4898619485211566,-0.7312715117751976,0.6948674738744653,-0.23622538102338597,9.073719117245004,3.84968200858778,4.058540700962135,0.1561124908634695,343660.0,7.349712484968453,1.7240066322765506,3.84968200858778,0.1561124908634695,4.058540700962135,3.5913427869650665,1.5174884918650533,1.927752724644109,0.8451429423726377,2.662890491071406,10.544617436918273,2.933,0.757,0.944,0.782,1.201,1.224,2.005,2.042,1.081,2.217,0.22399999999999998,1.005,1.0419999999999998,0.08099999999999996,1.217,196.0,294.0,319.0,160.0,325.0,1.7138000000000002,258.8,1.081,0.1400309119010819,0.14424086824600302,245.0,0.0,0.0,0.0,343660.0,ZAs_below_142 - 1000 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
-0.8368547183265256,-0.3899805538583543,-0.5694652675887131,-0.5286556927236459,8.654988100311808,1.3048935501307888,2.4698309337484194,0.078252225304683,387278.0,7.010540361252565,1.6444477390592436,1.3048935501307888,0.078252225304683,2.4698309337484194,3.1853714836596727,1.247556018269243,1.2265512363660895,0.7882852367825431,1.225678059748155,7.673442034825704,2.933,0.757,0.944,0.782,1.201,1.086,1.648,1.299,1.008,1.021,0.08600000000000008,0.6479999999999999,0.29899999999999993,0.008000000000000007,0.020999999999999908,174.0,242.0,203.0,149.0,149.0,1.2124,183.4,1.008,0.10468920392584515,0.10280435499835039,178.0,0.0,0.0,0.0,387278.0,ZAs_below_142 - 1000 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
-0.9723700860476339,0.2536029204269783,-0.6878043171756829,-0.09161356012846589,8.43305269616947,0.223404693957262,4.303270174154554,0.4196951045685363,314317.0,6.830772683897272,1.6022800122721994,0.223404693957262,0.4196951045685363,4.303270174154554,3.001657280995031,0.8037363691410087,1.3063879645789869,1.3776441953130567,1.7942339862156682,8.28365979624375,2.933,0.757,0.944,0.782,1.201,1.023,1.062,1.384,1.762,1.494,0.02299999999999991,0.062000000000000055,0.3839999999999999,0.762,0.494,164.0,156.0,216.0,260.0,219.0,1.345,203.0,1.023,0.10364532019704434,0.11360594795539035,192.0,0.0,0.0,0.0,314317.0,ZAs_below_142 - 1000 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
-0.738922468166922,0.1303704381228037,0.7859549417251042,-0.1432608288585292,8.382582076097036,0.6054115106183021,1.098128962964772,0.0605749430651593,381932.0,6.789891481638599,1.5926905944584369,0.6054115106183021,0.0605749430651593,1.098128962964772,3.13165106826397,0.8780406795703026,0.08259809601268867,0.93061202322995,1.160741635102501,6.183643502179412,2.933,0.757,0.944,0.782,1.201,1.068,1.16,0.087,1.19,0.966,0.06800000000000006,0.15999999999999992,0.913,0.18999999999999995,0.03400000000000003,171.0,170.0,14.0,176.0,142.0,0.8942,134.6,0.087,0.2098068350668648,0.2147170655334377,143.0,1.0,1.0,1.0,381932.0,ZAs_below_142 - 1000 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
-0.5480583047300114,-0.16170020541328878,-0.2990570313535079,-0.31701769627635423,5.756758414546172,1.478194420866274,3.580713217863279,0.544801933929087,395321.0,4.6629743157823995,1.0937840987637728,1.478194420866274,0.544801933929087,3.580713217863279,2.124277918949098,0.7662976212213384,1.4483431825970317,0.8643105932540881,1.8270960336565323,7.030325349678089,2.933,0.757,0.944,0.782,1.201,0.724,1.012,1.534,1.105,1.521,0.276,0.01200000000000001,0.534,0.10499999999999998,0.5209999999999999,116.0,149.0,240.0,163.0,223.0,1.1792,178.2,0.724,0.14455667789001123,0.14443690637720488,163.0,1.0,0.0,0.0,395321.0,ZAs_below_142 - 1000 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
-0.537967213485615,-0.5239243443314516,0.3948371303560869,-0.39246845237775974,11.298845779829335,1.958489373248152,2.698771155141924,0.0291315884271297,305405.0,9.152065081661762,2.1467806981675737,1.958489373248152,0.0291315884271297,2.698771155141924,4.51885385207514,1.6382797558577418,0.937552117750058,0.8111590659648951,1.8800256044339558,9.78587039608179,2.933,0.757,0.944,0.782,1.201,1.541,2.164,0.993,1.037,1.565,0.5409999999999999,1.1640000000000001,0.007000000000000006,0.03699999999999992,0.565,247.0,318.0,155.0,153.0,229.0,1.4600000000000002,220.4,0.993,0.1531760435571688,0.1572602739726028,227.0,0.0,0.0,0.0,305405.0,ZAs_below_142 - 1000 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
0.34357624219210026,0.27818629192848077,0.4616148918073053,-0.48619697128486394,8.012604109042456,4.406257501621056,2.3655601645619604,1.3756506866118323,333188.0,6.49020932832439,1.5223947807180667,4.406257501621056,1.3756506866118323,2.3655601645619604,3.6758563117203074,0.7394665551905587,2.8518768912017474,0.7937803181127826,1.8154167144428237,9.87639679066822,2.933,0.757,0.944,0.782,1.201,1.253,0.977,3.021,1.015,1.512,0.2529999999999999,0.02300000000000002,2.021,0.014999999999999902,0.512,201.0,143.0,472.0,150.0,221.0,1.5555999999999996,237.4,0.977,0.24566133108677338,0.23579326304962714,229.0,0.0,0.0,0.0,333188.0,ZAs_below_142 - 1000 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
-0.5710589826681327,-0.9794786846619326,-0.7933606390596984,-0.3234848529159805,0.8747968417685319,1.2386241192166474,2.920137118589177,1.1191804566756431,363421.0,0.7085854418325109,0.16621139993602108,1.2386241192166474,1.1191804566756431,2.920137118589177,0.005750772902936197,0.7371359362915808,1.0073893758416044,0.9268303408915148,1.175090258131296,3.8521966840589323,2.933,0.757,0.944,0.782,1.201,0.002,0.974,1.067,1.185,0.978,0.998,0.026000000000000023,0.06699999999999995,0.18500000000000005,0.02200000000000002,0.0,143.0,167.0,175.0,143.0,0.8412000000000001,125.6,0.002,0.23821656050955414,0.23385639562529723,89.0,1.0,1.0,1.0,363421.0,ZAs_below_142 - 1000 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
-0.900175263203582,0.43404142465521134,-0.8589592671537387,-0.9597274325840361,11.224030647755615,3.041515972647245,2.490198783402097,1.1477968751204388,372897.0,9.091464824682049,2.132565823073567,3.041515972647245,1.1477968751204388,2.490198783402097,4.251181707055535,1.0070091140220838,3.00277269698335,1.3470017434796733,1.3280300907145566,10.935995352255198,2.933,0.757,0.944,0.782,1.201,1.449,1.33,3.181,1.723,1.106,0.44900000000000007,0.33000000000000007,2.181,0.7230000000000001,0.1060000000000001,232.0,195.0,497.0,254.0,162.0,1.7578,268.0,1.106,0.21761194029850747,0.2067584480600751,254.0,0.0,0.0,0.0,372897.0,ZAs_below_142 - 1000 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
-0.1249394804362598,0.5432091590204389,-0.18849405697426702,-0.36857368240189725,9.682540882324592,0.4983625260153053,4.500079912080819,1.2577082154727013,309507.0,7.84285811468292,1.8396827676416725,0.4983625260153053,1.2577082154727013,4.500079912080819,4.090876140403156,0.7590022796761057,1.3618776259433172,1.229344351471733,2.398592271952935,9.839692669447247,2.933,0.757,0.944,0.782,1.201,1.395,1.003,1.443,1.572,1.997,0.395,0.0029999999999998916,0.44300000000000006,0.5720000000000001,0.9970000000000001,224.0,147.0,225.0,232.0,292.0,1.482,224.0,1.003,0.10642857142857143,0.11686909581646428,228.0,0.0,0.0,0.0,309507.0,ZAs_below_142 - 1000 scenarios - 1000nfe epsilon 1 - pozos to toluquilla 0
