aqp4_Toluquilla_to_PP1,aqp1_PP2_to_PP3,aqp2_PP3_to_Pozos,aqp3_Pozos_to_Toluquilla,chapala_flow,calderon_lared_flow,pozos_flow,toluquilla_flow,delivered_PP1,delivered_PP2,delivered_PP3,delivered_Pozos,delivered_Toluquilla,demand_PP1,demand_PP2,demand_PP3,demand_Toluquilla,demand_Pozos,supplied_PP1,supplied_PP2,supplied_PP3,supplied_Toluquilla,supplied_Pozos,total_supplied,supplied_demand_PP1,supplied_demand_PP2,supplied_demand_PP3,supplied_demand_Toluquilla,supplied_demand_Pozos,supplied_demand_deficit_PP1,supplied_demand_deficit_PP2,supplied_demand_deficit_PP3,supplied_demand_deficit_Toluquilla,supplied_demand_deficit_Pozos,supply_percapita_PP1,supply_percapita_PP2,supply_percapita_PP3,supply_percapita_Toluquilla,supply_percapita_Pozos,supplied_demand_average,supply_percapita_average,min_supplied_demand,supply_percapita_GINI,supplied_demand_GINI,average_supply_percapita,energy_costs,ZAs_below_142,ZAs_below_100,ZAs_below_50,ZAs_below_128,scenario,experiment
-0.4089002799021644,-0.920759573172591,-0.49368863178654876,-0.017416373449536615,6.049146078163336,2.566454672391853,2.705693800641424,0.1040749939089796,4.899808323312302,1.1493377548510337,2.566454672391853,2.705693800641424,0.1040749939089796,2.933,0.757,0.944,0.782,1.201,2.3407168537328054,1.2932683953696342,1.6255659316433326,0.7079839881935992,1.0622097890061444,7.029744957945516,0.798,1.708,1.722,0.905,0.884,0.20199999999999996,0.708,0.722,0.09499999999999997,0.11599999999999999,128.0,251.0,269.0,134.0,130.0,1.2034,182.4,0.798,0.17675438596491228,0.1776300481967758,163.0,0.46019121457771023,3.0,0.0,0.0,0.0,9993.0,ZAs_below_128-1000scenarios-1000nfe epsilon0.8-restricted
-0.14031882700991496,-0.105551398207682,-0.2683286980311297,-0.6126505983497282,5.769992066874539,0.8699290334205259,1.6465539558322797,0.052168150203122,4.673693574168377,1.0962984927061625,0.8699290334205259,1.6465539558322797,0.052168150203122,2.933,0.757,0.944,0.782,1.201,2.395010796158165,0.7313208476758686,0.8457293598461452,0.08495492872290224,1.0586120908140548,5.115628023217136,0.817,0.966,0.896,0.109,0.881,0.18300000000000005,0.03400000000000003,0.10399999999999998,0.891,0.119,131.0,142.0,140.0,16.0,129.0,0.7337999999999999,111.6,0.109,0.18853046594982079,0.19547560643227038,119.0,0.2817123803996137,4.0,1.0,1.0,1.0,9993.0,ZAs_below_128-1000scenarios-1000nfe epsilon0.8-restricted
0.12081486897597804,-0.04234622483641326,-0.549875829922466,-0.5877538670826592,5.622035130779647,0.1489364626381746,2.8688467827697037,0.2797967363790242,4.553848455931514,1.068186674848133,0.1489364626381746,2.8688467827697037,0.2797967363790242,2.933,0.757,0.944,0.782,1.201,2.5009948894517136,0.673243891089365,0.7928764167307722,0.07619862387228407,1.4791260430183655,5.522439864162501,0.853,0.889,0.84,0.097,1.232,0.14700000000000002,0.11099999999999999,0.16000000000000003,0.903,0.23199999999999998,137.0,131.0,131.0,14.0,180.0,0.7821999999999999,118.6,0.097,0.22799325463743675,0.23717719253387876,128.0,0.3251976977043791,4.0,1.0,1.0,1.0,9993.0,ZAs_below_128-1000scenarios-1000nfe epsilon0.8-restricted
0.37422036430731476,0.8643749437872545,-0.31230037041836045,-0.11760679753353642,5.588388050731357,0.4036076737455347,0.7320859753098481,0.0403832953767729,4.526594321092399,1.061793729638958,0.4036076737455347,0.7320859753098481,0.0403832953767729,2.933,0.757,0.944,0.782,1.201,2.651210351848067,0.08001059610503457,1.1039909698031058,0.04260031658977657,0.24461676710695737,4.122429001452941,0.904,0.106,1.169,0.054,0.204,0.09599999999999997,0.894,0.16900000000000004,0.946,0.796,145.0,16.0,183.0,8.0,30.0,0.48740000000000006,76.4,0.054,0.5015706806282723,0.4970045137464095,96.0,0.41712561901161654,3.0,3.0,3.0,3.0,9993.0,ZAs_below_128-1000scenarios-1000nfe epsilon0.8-restricted
-0.9408500720661859,-0.35665934947503475,-0.47355675530526775,-0.49706314166403365,3.8378389430307807,0.9854629472441828,2.387142145242186,0.363201289286058,3.1086495438549324,0.7291893991758484,0.9854629472441828,2.387142145242186,0.363201289286058,2.933,0.757,0.944,0.782,1.201,1.042124664506049,0.672623568960573,0.9820241442802441,0.7645509699342062,1.2255602187709862,4.6868835664520585,0.355,0.889,1.04,0.978,1.02,0.645,0.11099999999999999,0.040000000000000036,0.02200000000000002,0.020000000000000018,57.0,130.0,163.0,144.0,149.0,0.8564,128.6,0.355,0.143701399688958,0.14021485287248953,108.0,0.5670323296276305,2.0,1.0,0.0,1.0,9993.0,ZAs_below_128-1000scenarios-1000nfe epsilon0.8-restricted
-0.9408500720661859,0.041876835226290376,-0.21348981007154788,-0.5103064795377418,7.532563853219557,1.3056595821654344,1.799180770094616,0.0194210589514198,6.101376721107841,1.4311871321117158,1.3056595821654344,1.799180770094616,0.0194210589514198,2.933,0.757,0.944,0.782,1.201,2.634135813717506,0.8379326784644435,1.1891530369749002,0.7575765826400147,1.1051154855909964,6.52391359738786,0.898,1.107,1.26,0.969,0.92,0.10199999999999998,0.10699999999999998,0.26,0.031000000000000028,0.07999999999999996,144.0,163.0,197.0,143.0,135.0,1.0308,156.4,0.898,0.07365728900255754,0.0707023670935196,151.0,0.42663079922544145,1.0,0.0,0.0,0.0,9993.0,ZAs_below_128-1000scenarios-1000nfe epsilon0.8-restricted
0.18636746076011512,-0.9130254192869451,0.406764177207672,-0.016812282690326086,5.34173607269497,2.937505001080704,1.5770401097079736,0.9171004577412216,4.326806218882926,1.0149298538120444,2.937505001080704,1.5770401097079736,0.9171004577412216,2.933,0.757,0.944,0.782,1.201,2.4228266856910365,1.2069916191658951,1.122873749693821,0.7566884380057529,1.0748840345556414,6.584264527112147,0.826,1.594,1.189,0.968,0.895,0.17400000000000004,0.5940000000000001,0.18900000000000006,0.03200000000000003,0.10499999999999998,132.0,234.0,186.0,143.0,131.0,1.0943999999999998,165.2,0.826,0.12590799031476999,0.1337719298245614,152.0,0.3807423349862646,2.0,0.0,0.0,0.0,9993.0,ZAs_below_128-1000scenarios-1000nfe epsilon0.8-restricted
-0.3455283604959538,-0.9687297763034627,0.1496492041179746,-0.03390677416570306,0.5831978945123546,0.8257494128110983,1.9467580790594516,0.7461203044504288,0.47239029455500725,0.11080759995734737,0.8257494128110983,1.9467580790594516,0.7461203044504288,2.933,0.757,0.944,0.782,1.201,0.026699306769111673,0.6966575487714672,0.0252977330481034,0.7131588021497403,1.1063177319675326,2.5681311227059553,0.009,0.92,0.027,0.912,0.921,0.991,0.07999999999999996,0.973,0.08799999999999997,0.07899999999999996,1.0,135.0,4.0,135.0,135.0,0.5578000000000001,82.0,0.009,0.38926829268292684,0.3896737181785586,59.0,0.37445352877077354,5.0,2.0,2.0,2.0,9993.0,ZAs_below_128-1000scenarios-1000nfe epsilon0.8-restricted
-0.5382669169180314,-0.12422481269885588,-0.008375517236298702,-0.7669155497424274,7.482687098503743,2.0276773150981637,1.6601325222680647,0.7651979167469593,6.060976549788032,1.4217105487157113,2.0276773150981637,1.6601325222680647,0.7651979167469593,2.933,0.757,0.944,0.782,1.201,2.8743235894285206,0.9401701549529038,1.3662461228210263,0.7751854910487881,1.3347382099188922,7.290663568170132,0.98,1.242,1.447,0.991,1.111,0.020000000000000018,0.242,0.44700000000000006,0.009000000000000008,0.11099999999999999,157.0,182.0,226.0,146.0,163.0,1.1542,174.8,0.98,0.08466819221967964,0.08213481199098943,169.0,0.35944569914890334,0.0,0.0,0.0,0.0,9993.0,ZAs_below_128-1000scenarios-1000nfe epsilon0.8-restricted
-0.16663223540318017,-0.4840618150564566,-0.9511829943497916,-0.3535611559999031,6.455027254883061,0.3322416840102035,3.000053274720546,0.8384721436484676,5.228572076455279,1.2264551784277815,0.3322416840102035,3.000053274720546,0.8384721436484676,2.933,0.757,0.944,0.782,1.201,2.6730802487790832,1.0560323351462908,0.8944757902385069,0.8036339234450619,1.1325728153558894,6.559795112964832,0.911,1.395,0.948,1.028,0.943,0.08899999999999997,0.395,0.052000000000000046,0.028000000000000025,0.05700000000000005,146.0,205.0,148.0,152.0,138.0,1.045,157.8,0.911,0.07097591888466413,0.08061244019138755,152.0,0.4888595502023329,1.0,0.0,0.0,0.0,9993.0,ZAs_below_128-1000scenarios-1000nfe epsilon0.8-restricted
